,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,26127,#biden,10.171,18.012,-177.985
1,0.244,5,ydqeewsw,1.609,-183.59,-39.88
2,0.244,74086,#trump,11.213,-183.396,55.407
3,0.28,3525,#usa,8.168,-76.989,164.369
4,0.31,8323,#joebiden,9.027,177.403,14.074
5,0.37,1081,#potus,6.986,-19.287,112.543
6,0.375,17019,#covid,9.742,159.912,-127.906
7,0.381,5,#joebidenlegalizaopedosexualismo,1.609,-0.832,-32.627
8,0.407,12,#beatdown,2.485,42.426,84.407
9,0.407,201,#therealvirusisglobalism,5.303,59.517,-47.278
10,0.408,7871,communication,8.971,97.574,-183.902
11,0.409,3820,#bidenharris,8.248,-8.965,37.165
12,0.416,3247,#donaldtrump,8.085,-128.428,-130.51
13,0.419,7428,handedly,8.913,127.609,-60.465
14,0.424,907,#president,6.81,189.187,86.384
15,0.432,7,#patients,1.946,-111.779,-56.688
16,0.438,1322,#election,7.187,-0.044,189.918
17,0.442,7651,ruining,8.943,61.873,151.179
18,0.445,17358,#inauguration,9.762,-120.484,16.977
19,0.446,37,#giventheflick,3.611,-54.751,-161.227
20,0.449,1317,#democrats,7.183,-67.029,62.892
21,0.451,212,#psychopaci,5.357,10.227,-102.343
22,0.452,15,#thaipbs,2.708,134.409,147.566
23,0.456,7455,@usgsa,8.917,49.42,18.48
24,0.456,1063,#coronavirus,6.969,205.843,-54.879
25,0.456,12,#boxingfetish,2.485,-58.342,-10.091
26,0.459,77,apparences,4.344,110.179,4.618
27,0.46,1597,#kamalaharris,7.376,76.459,-113.116
28,0.462,11,gelmeden,2.398,-51.488,-84.571
29,0.462,6459,#maga,8.773,-122.583,105.996
30,0.463,1067,#republicans,6.973,109.336,72.764
