,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,482,#bostonmarathon,6.178,0.412,146.464
1,0.123,18,#pray,2.89,-9.116,-179.531
2,0.205,12,#prayersforboston,2.485,28.343,-29.131
3,0.238,9,timeline,2.197,-53.724,-77.346
4,0.244,6,#conspiracy,1.792,43.222,-123.487
5,0.256,13,#bostonterror,2.565,91.019,16.273
6,0.268,7,#sot,1.946,106.506,73.214
7,0.279,94,#bostonstrong,4.543,-84.611,-36.008
8,0.282,6,#oneboston,1.792,146.912,27.715
9,0.285,114,#prayforboston,4.736,-4.539,5.193
10,0.289,14,#bombing,2.639,-66.361,-136.903
11,0.293,30,#marathon,3.401,-12.024,-50.114
12,0.304,139,cope,4.934,133.451,-35.373
13,0.304,11,#rip,2.398,2.157,50.943
14,0.314,6,#bostonelosion,1.792,-6.744,-101.898
15,0.321,9,#nwo,2.197,18.687,95.799
16,0.345,74,#usa,4.304,54.946,60.014
17,0.349,5,#bostonelosions,1.609,-148.696,35.432
18,0.353,12,fuck,2.485,-44.729,39.758
19,0.357,6,#cambridge,1.792,42.616,14.105
20,0.365,1824,#boston,7.509,-44.899,-12.365
21,0.378,5,#waco,1.609,-151.899,119.027
22,0.38,17,#bombings,2.833,42.974,-72.748
23,0.387,10,#bostonsuspect,2.303,69.108,118.944
24,0.387,0,#bostonbombings,-inf,-36.218,93.647
25,0.389,447,marathon,6.103,-88.124,150.136
26,0.391,45,time,3.807,93.068,-165.769
27,0.396,9,@cnnbrk,2.197,-90.456,17.586
28,0.406,19,case,2.944,-111.352,-86.928
29,0.407,41,#falseflag,3.714,99.394,-90.033
30,0.415,8,@andersoncooper,2.079,-137.018,-26.573
31,0.42,39,#breaking,3.664,78.623,-32.98
