,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,7790,#washingtondc,8.961,-36.876,26.094
1,0.189,11,#tbr,2.398,-50.471,49.388
2,0.195,2504,#nationalguard,7.826,-26.296,95.398
3,0.281,8247,#capitolbuilding,9.018,23.107,-50.521
4,0.292,6,#dronevolt,1.792,-23.907,24.698
5,0.296,2182,#washington,7.688,-5.785,-50.411
6,0.306,5,#groupeprotec,1.609,4.032,-15.796
7,0.307,1852,#dclockdown,7.524,42.995,-7.615
8,0.319,5305,#capitol,8.576,-6.527,-22.28
9,0.346,1515,#dcmilitary,7.323,38.742,-16.921
10,0.354,1116,ville,7.018,-38.817,-43.683
11,0.373,1646,#whitehouse,7.406,35.097,45.7
12,0.374,11,starebbe,2.398,96.753,-62.495
13,0.398,1212,centre,7.1,0.036,-18.395
14,0.402,279,#giphy,5.631,4.673,14.958
15,0.409,6,@paesiedizoni,1.792,-22.455,-36.002
16,0.411,621,#capitolhill,6.431,18.066,-9.713
17,0.426,5567,#usa,8.625,3.429,-2.628
18,0.429,8456,#donaldtrump,9.043,23.528,8.94
19,0.439,11,#urbanlandscapes,2.398,8.968,29.307
20,0.441,587,#thecapitol,6.375,8.442,11.1
21,0.444,116,#drones,4.754,22.171,1.904
22,0.444,18465,#inauguration,9.824,49.609,-11.592
23,0.448,148,voluto,4.997,-37.1,-21.766
24,0.453,33,#fivetoone,3.497,-2.809,-33.826
25,0.453,16,#ibullshityounot,2.773,10.774,-53.594
26,0.459,2441,crazier,7.8,7.942,-3.725
27,0.459,277,@lauhaim,5.624,34.236,11.333
28,0.465,6,@jaketeal,1.792,-6.533,65.684
29,0.465,428,#january,6.059,-14.784,-28.88
30,0.47,20,@frenteprovida,2.996,119.617,35.757
