,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,74086,#trump,11.213,-8.298,-70.78
1,0.244,26127,#biden,10.171,-116.023,66.259
2,0.288,37,#giventheflick,3.611,71.156,-43.718
3,0.29,3525,#usa,8.168,34.263,-74.326
4,0.321,7649,#trumpimpeachment,8.942,63.32,-0.416
5,0.35,6459,#maga,8.773,114.07,-48.847
6,0.355,3247,#donaldtrump,8.085,31.222,-31.983
7,0.376,3922,#insurrection,8.274,-15.954,18.994
8,0.391,5,ydqeewsw,1.609,-45.306,110.651
9,0.393,1067,#republicans,6.973,-47.211,-54.03
10,0.395,2470,#gop,7.812,-70.734,71.079
11,0.396,1081,#potus,6.986,127.767,0.13
12,0.418,64478,donald,11.074,15.189,48.236
13,0.426,1535,#america,7.336,-41.021,-106.562
14,0.437,1322,#election,7.187,94.519,28.824
15,0.439,248,#randomtrump,5.513,13.621,-117.359
16,0.443,2140,#trumpcoupattempt,7.669,22.551,7.988
17,0.45,7574,#trumptreason,8.932,50.11,95.779
18,0.451,2723,#capitolriots,7.909,-122.853,-36.574
19,0.464,10,@chrisjamesd,2.303,-86.703,-78.553
20,0.466,23,#allcreaturesgreatandsmall,3.135,54.733,46.946
21,0.471,7,#patients,1.946,-110.257,16.398
22,0.475,8323,#joebiden,9.027,1.478,86.725
23,0.477,416,#stopthesteai,6.031,97.556,76.648
24,0.483,15237,administration,9.631,75.5,-96.618
25,0.485,17019,#covid,9.742,-29.981,57.335
26,0.488,10,@aaa,2.303,-41.317,-10.354
27,0.49,114,populairste,4.736,-79.934,-21.498
28,0.49,28666,look,10.263,8.517,131.466
29,0.491,2119,#blm,7.659,-63.805,25.731
30,0.493,1433,#politics,7.268,-6.714,-27.565
