,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,28065,#inauguration,10.242,128.254,-48.349
1,0.195,36064,#inaugurationday,10.493,-96.654,103.494
2,0.312,3532,#bidenharrisinauguration,8.17,-192.102,-98.865
3,0.337,7581,#washingtondc,8.933,-102.544,187.173
4,0.341,262,#itsshowtime,5.568,247.527,89.528
5,0.362,4822,#bidenharris,8.481,-3.532,-80.703
6,0.375,29,veee,3.367,-176.463,141.527
7,0.408,25482,@joebiden,10.146,106.956,18.602
8,0.417,1238,#dcmilitary,7.121,-11.886,-163.551
9,0.42,13348,@kamalaharris,9.499,235.54,-29.477
10,0.424,33052,days,10.406,20.411,-235.813
11,0.424,5226,#capitol,8.561,-143.479,-30.895
12,0.425,10,#komunizm,2.303,-3.692,235.057
13,0.434,6874,surprise,8.836,66.039,-100.534
14,0.437,4523,#nationalguard,8.417,-109.101,-196.884
15,0.439,3851,#kamalaharris,8.256,174.241,130.252
16,0.443,29,taarruza,3.367,165.479,-122.654
17,0.446,18,#flutter,2.89,-64.027,-46.447
18,0.449,9883,#joebiden,9.199,53.056,-30.391
19,0.451,21,@tobiashans,3.045,-161.549,57.15
20,0.459,25,#pmik,3.219,32.159,108.586
21,0.459,5,#stipemesic,1.609,-10.446,-2.902
22,0.46,5,@zellflorizel,1.609,-25.383,66.895
23,0.463,1434,#dclockdown,7.268,-80.729,23.834
24,0.464,1389,#bideninauguration,7.236,188.931,33.185
25,0.473,18,#devcommunity,2.89,-28.049,149.605
26,0.474,5,#vihre,1.609,-95.572,-115.769
27,0.475,3615,@bideninaugural,8.193,101.898,89.519
28,0.475,6388,corner,8.762,41.257,39.953
29,0.476,27499,wednesday,10.222,88.667,-183.853
30,0.476,15460,ahead,9.646,145.864,235.074
