,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,2747,#capitolbuilding,7.918,17.107,-2.489
1,0.359,2782,stormed,7.931,15.089,-51.883
2,0.392,1533,window,7.335,-39.115,49.591
3,0.416,13,abwegig,2.565,3.787,-15.886
4,0.433,1075,addressed,6.98,-22.85,7.173
5,0.47,2993,#uscapitol,8.004,-3.233,4.281
6,0.472,408,trauma,6.011,9.835,16.785
7,0.475,100,sisters,4.605,34.402,-12.528
8,0.477,11,#coupconspirator,2.398,33.4,10.311
9,0.481,1868,#capitolriot,7.533,-22.946,-29.708
10,0.484,57,thammendment,4.043,-16.308,45.433
11,0.486,13,vistor,2.565,-14.93,-11.805
12,0.487,23,#capitolarrests,3.135,24.775,29.905
13,0.493,480,#domesticterrorists,6.174,0.55,62.19
14,0.494,5,surgindo,1.609,-10.061,24.036
15,0.505,21,#kpss,3.045,-56.301,26.885
16,0.508,7,@hdgirl,1.946,-35.317,-11.707
17,0.509,12,inequivocabilmente,2.485,-49.258,-28.993
18,0.518,68,#volunteer,4.22,-60.76,-5.699
19,0.523,2283,concluded,7.733,54.808,5.177
20,0.525,19,probed,2.944,19.311,-28.379
21,0.529,7,#capitalterrorists,1.946,-43.451,8.271
22,0.529,19,jurno,2.944,38.097,-40.698
23,0.53,267,#trumpwon,5.587,54.91,-20.674
24,0.533,31,#thankgodfortheinternet,3.434,47.049,31.362
25,0.534,265,parlimen,5.58,-34.001,-48.939
26,0.534,64,query,4.159,-10.105,-55.255
27,0.534,83,entrando,4.419,-31.136,27.151
28,0.535,64,#demanddemocracy,4.159,5.502,39.018
29,0.535,10,@sophiecwong,2.303,-2.737,-34.634
30,0.536,2642,#capitolriots,7.879,27.108,51.203
