,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,17358,#inauguration,9.762,10.851,-57.833
1,0.271,4797,#inaugurationday,8.476,-146.409,103.622
2,0.279,3820,#bidenharris,8.248,-189.803,39.29
3,0.297,12397,@kamalaharris,9.425,56.678,-18.426
4,0.323,32685,@joebiden,10.395,161.446,70.641
5,0.331,1470,#bideninauguration,7.293,107.232,20.952
6,0.372,5,ydqeewsw,1.609,0.772,178.356
7,0.385,5,#joebidenlegalizaopedosexualismo,1.609,-63.539,13.606
8,0.39,78,#bumpup,4.357,-107.686,-43.932
9,0.398,546,#january,6.303,-143.804,-107.256
10,0.402,11,lmezsin,2.398,-178.358,-39.294
11,0.406,2427,@bideninaugural,7.794,-45.558,-43.719
12,0.427,193,#pleasejustgo,5.263,93.189,88.202
13,0.434,1597,#kamalaharris,7.376,-2.224,2.019
14,0.435,3247,#donaldtrump,8.085,62.405,-91.72
15,0.437,14,@euwendal,2.639,43.317,43.984
16,0.445,26127,#biden,10.171,-90.278,-164.262
17,0.448,8323,#joebiden,9.027,61.958,-161.188
18,0.453,59,#impreachment,4.078,113.01,-48.766
19,0.454,14148,event,9.557,-14.481,-182.763
20,0.461,312,#africangiant,5.743,-38.172,119.091
21,0.471,2571,resilience,7.852,-4.081,-116.568
22,0.472,3922,#insurrection,8.274,-67.493,-100.562
23,0.473,3525,#usa,8.168,-91.934,160.51
24,0.478,17019,#covid,9.742,133.927,-116.705
25,0.478,11,gelmeden,2.398,27.326,107.191
26,0.479,38306,next,10.553,174.197,-16.559
27,0.48,23195,wednesday,10.052,82.834,157.564
28,0.481,53,#britishgas,3.97,-19.59,59.086
29,0.483,7,@eujacqueline,1.946,-85.502,73.948
30,0.483,7802,#washingtondc,8.962,-125.161,19.718
