,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,3670,#uscapitol,8.208,44.337,18.557
1,0.337,10,#antifascism,2.303,80.181,-90.938
2,0.367,3922,#insurrection,8.274,80.43,-37.264
3,0.384,1216,@prisonplanet,7.103,-90.395,-46.405
4,0.414,939,#insurrectionists,6.845,-22.552,-117.956
5,0.417,3361,#capitolriot,8.12,8.86,-0.19
6,0.437,2723,#capitolriots,7.909,-17.105,112.025
7,0.449,1204,@nationalfile,7.093,7.133,-40.479
8,0.452,3567,#capitol,8.179,83.492,92.674
9,0.455,19,#uscapitolviolence,2.944,-2.636,-78.616
10,0.458,32,#rodrigomaia,3.466,-26.745,-19.319
11,0.459,2584,storming,7.857,-41.38,-55.96
12,0.467,2188,moments,7.691,42.35,-65.132
13,0.467,2946,stormed,7.988,11.159,40.42
14,0.468,108,followership,4.682,60.207,54.751
15,0.469,3636,authorities,8.199,32.847,-113.122
16,0.473,1783,bail,7.486,-103.636,52.742
17,0.474,313,socorro,5.746,-23.702,65.18
18,0.477,520,#dcriots,6.254,-64.281,-6.805
19,0.481,11348,rioters,9.337,-61.768,38.17
20,0.482,22123,riot,10.004,43.993,-21.529
21,0.482,12,#officersicknick,2.485,120.175,-56.4
22,0.486,8,#usmedia,2.079,-68.492,-91.905
23,0.487,286,pastors,5.656,21.801,78.423
24,0.487,762,#capitolhill,6.636,126.191,-3.212
25,0.491,2089,spray,7.644,110.09,47.462
26,0.495,2119,#blm,7.659,-64.212,89.573
27,0.496,803,#breakingnews,6.688,-25.598,21.283
28,0.5,5,#realitycheck,1.609,82.693,8.295
29,0.503,17,naps,2.833,-108.708,0.981
30,0.504,36,#volunteer,3.584,37.3,119.571
