,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,6336,#trumptreason,8.754,-92.134,21.95
1,0.167,1717,#trumpcoupattempt,7.448,-39.45,-79.536
2,0.238,2811,#trumpseriesfinale,7.941,8.482,-33.845
3,0.263,792,#trumpcrimefamily,6.675,37.218,-109.064
4,0.263,1324,#trumpimpeachment,7.188,15.157,11.794
5,0.284,687,#traitortrump,6.532,83.283,6.444
6,0.292,570,#trumpfailedamerica,6.346,-30.366,-39.081
7,0.296,645,#trumpisacompletefailure,6.469,50.896,29.427
8,0.299,762,#impeachedtwice,6.636,78.334,-39.285
9,0.31,2355,#trumpsnewarmy,7.764,22.61,60.729
10,0.31,334,#trumpcrimefamilyforprison,5.811,-67.475,120.95
11,0.313,5634,#trumpslastday,8.637,72.708,65.557
12,0.317,5691,#convicttrump,8.647,-79.513,-56.381
13,0.32,3300,#byebyetrump,8.102,-17.062,-128.469
14,0.324,773,#seditionhasconsequences,6.65,43.642,106.914
15,0.343,550,#trumpisacriminal,6.31,43.379,-15.54
16,0.346,14,bustin,2.639,3.368,-76.964
17,0.351,20422,#donaldtrump,9.924,-12.507,87.555
18,0.356,26,#notmyeresident,3.258,-128.374,-76.13
19,0.374,8,#plantdelightsnursery,2.079,-14.142,41.364
20,0.381,60,gebrauchen,4.094,-52.164,28.505
21,0.386,8370,#insurrection,9.032,-47.175,68.038
22,0.388,4264,#byedon,8.358,-126.338,-17.845
23,0.391,20,#notabovethelaw,2.996,-75.125,-120.244
24,0.396,3538,#byefelicia,8.171,42.983,-60.924
25,0.396,8,#despedidatrump,2.079,-2.816,141.183
26,0.397,573,#trumpisanationaldisgrace,6.351,-64.421,-11.777
27,0.406,693,#trumpbanned,6.541,91.256,-88.241
28,0.408,1277,#capitolriots,7.152,122.873,-24.288
29,0.413,391,#trumpcult,5.969,117.737,43.799
30,0.419,6,#trumpcoupattemptfailed,1.792,-21.385,-0.323
31,0.42,429,#gopseditioustraitors,6.061,-88.021,69.444
