,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,7649,#trumpimpeachment,8.942,-2.082,-11.324
1,0.145,7574,#trumptreason,8.932,-8.886,-5.234
2,0.232,311,#trumpisalaughingstock,5.74,14.838,27.71
3,0.232,2140,#trumpcoupattempt,7.669,5.161,29.306
4,0.247,2723,#capitolriots,7.909,27.352,7.904
5,0.258,1266,#trumpinsurrection,7.144,-5.356,2.509
6,0.263,6,@dadychery,1.792,11.778,13.99
7,0.269,3247,#donaldtrump,8.085,17.167,19.789
8,0.28,344,#trumpisacriminal,5.841,-15.468,11.512
9,0.29,683,#trumpisacompletefailure,6.526,25.251,18.021
10,0.297,809,#americaortrump,6.696,1.946,3.044
11,0.306,945,#impeachedtwice,6.851,6.921,-12.977
12,0.309,53,#britishgas,3.97,-5.243,26.398
13,0.321,3922,#insurrection,8.274,23.568,-3.929
14,0.324,741,#gopcomplicittraitors,6.608,-0.529,9.535
15,0.339,248,#giphy,5.513,20.442,3.703
16,0.341,511,#goptraitorstodemocracy,6.236,8.621,1.809
17,0.351,949,#trumpbanned,6.855,15.626,-9.867
18,0.352,2470,#gop,7.812,7.325,-5.185
19,0.353,222,#impeachandremove,5.403,-0.21,-3.748
20,0.356,290,#traitorssupporttraitortrump,5.67,19.278,11.85
21,0.358,1215,#traitortrump,7.102,4.201,15.187
22,0.359,248,#gifs,5.513,13.69,6.754
23,0.361,13310,#convicttrump,9.496,-3.705,16.414
24,0.362,921,#trumpcrimefamily,6.825,-13.646,2.413
25,0.367,205,#trumpconceded,5.323,-7.865,9.784
26,0.368,1067,#republicans,6.973,9.194,21.148
27,0.368,534,#trumpfailedamerica,6.28,6.722,8.721
28,0.369,849,#magaterrorists,6.744,-11.061,19.365
29,0.377,541,#coupattempt,6.293,1.432,21.984
30,0.377,646,#arresttrump,6.471,14.909,-1.839
