,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,2748,#capitolbuilding,7.919,113.178,-8.138
1,0.266,2030,#dclockdown,7.616,-0.209,19.014
2,0.267,15,@sanjayazadsln,2.708,-163.425,-0.233
3,0.273,1543,#dcmilitary,7.341,61.474,4.518
4,0.284,4767,#uscapitol,8.469,22.267,160.808
5,0.316,4994,#nationalguard,8.516,104.489,-118.105
6,0.337,1277,#capitolriots,7.152,-5.313,103.049
7,0.349,4650,#capitol,8.445,32.334,-81.088
8,0.35,1173,#capitolhill,7.067,45.839,-136.124
9,0.351,48,#gadhadajustice,3.871,174.95,-10.573
10,0.379,5,#timgiago,1.609,71.856,101.03
11,0.38,9,assedio,2.197,41.557,54.38
12,0.385,15846,#washingtondc,9.671,18.478,-29.8
13,0.413,361,nyel,5.889,-77.969,-109.119
14,0.415,2713,guards,7.906,-54.341,-188.448
15,0.422,22,#brianpeck,3.091,-16.481,-126.811
16,0.426,779,knee,6.658,-27.802,-66.531
17,0.426,109,#artificialintelligence,4.691,-134.597,-155.942
18,0.435,48,#dismissdyspnakum,3.871,115.114,54.326
19,0.452,1571,equipment,7.359,80.366,-53.629
20,0.458,68,#dreamcatcher,4.22,21.366,-211.957
21,0.465,870,shields,6.768,-98.952,-44.672
22,0.468,653,pads,6.482,104.697,-192.767
23,0.469,1065,armor,6.971,-83.0,180.843
24,0.472,298,#insurrectionists,5.697,-161.011,-80.016
25,0.473,9344,riot,9.142,149.433,-71.876
26,0.473,1864,carrying,7.53,-97.1,26.447
27,0.487,151,disloyalty,5.017,-151.56,78.56
28,0.488,29,diverted,3.367,133.204,144.484
29,0.489,8370,#insurrection,9.032,-78.349,101.302
30,0.492,383,battlefield,5.948,-40.568,52.91
31,0.494,95,stretching,4.554,-47.792,-14.866
