,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,4523,#nationalguard,8.417,-32.391,47.734
1,0.279,1238,#dcmilitary,7.121,95.484,118.318
2,0.289,1434,#dclockdown,7.268,-83.444,134.247
3,0.311,7581,#washingtondc,8.933,77.906,-26.055
4,0.376,9,#tbr,2.197,7.085,24.463
5,0.402,2961,#capitolbuilding,7.993,40.964,-0.68
6,0.424,1766,#washington,7.476,43.065,149.976
7,0.437,5,#polic,1.609,-79.95,-51.844
8,0.437,28065,#inauguration,10.242,-2.945,-61.655
9,0.442,35,#thecapitol,3.555,-117.137,19.054
10,0.443,19,#somebodyknowswhatimean,2.944,40.3,-49.29
11,0.449,1017,felt,6.925,43.009,39.9
12,0.45,5226,#capitol,8.561,78.567,68.82
13,0.459,15,chamo,2.708,127.203,-17.905
14,0.461,305,#military,5.72,-30.252,7.959
15,0.466,37774,vetting,10.539,5.439,-17.881
16,0.472,366,#lansing,5.903,-30.695,146.308
17,0.474,589,cots,6.378,46.212,-101.367
18,0.479,11984,deployed,9.391,101.984,-73.141
19,0.482,1902,definitely,7.551,-42.527,94.583
20,0.486,27,teammates,3.296,-94.864,81.791
21,0.491,765,stationed,6.64,-70.727,43.037
22,0.498,15,#swearinginceremony,2.708,78.781,20.603
23,0.501,7,kadir,1.946,-2.781,66.934
24,0.502,13,#econom,2.565,31.618,75.036
25,0.502,207465,troops,12.243,125.829,75.142
26,0.507,521,hallways,6.256,-1.542,117.606
27,0.511,16,#atvideo,2.773,-4.226,199.993
28,0.512,250,#trumpisgone,5.521,117.708,30.365
29,0.513,13,#wshingtondc,2.565,-31.715,-112.224
30,0.513,2053,#breaking,7.627,50.726,106.499
31,0.515,12,@coloradogov,2.485,-72.62,-2.956
