,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,1389,#bideninauguration,7.236,19.508,-13.452
1,0.364,5,#thenewsagenda,1.609,-4.132,-48.031
2,0.381,132,atterrira,4.883,-35.891,26.011
3,0.394,3532,#bidenharrisinauguration,8.17,98.495,90.327
4,0.398,204,#uspolitics,5.318,83.922,-48.702
5,0.398,267,#presidentelectbiden,5.587,-79.18,-115.887
6,0.409,190,#civilwar,5.247,-78.44,-68.166
7,0.413,4822,#bidenharris,8.481,-108.574,73.499
8,0.419,12,engole,2.485,68.73,-92.784
9,0.42,939,#whitehouse,6.845,60.056,-6.533
10,0.438,5,#americaisback,1.609,110.289,-3.341
11,0.444,43,#wewillbebetter,3.761,1.109,53.506
12,0.445,29,#fivetoone,3.367,-51.249,63.281
13,0.456,14,#bolsonarospresos,2.639,39.016,30.937
14,0.46,36064,#inaugurationday,10.493,-102.05,-21.968
15,0.464,28065,#inauguration,10.242,125.531,-76.194
16,0.466,114,cupcakes,4.736,-134.924,-65.507
17,0.475,11,@magepetorr,2.398,17.711,125.58
18,0.481,13,#wintheera,2.565,1.326,16.732
19,0.486,5,#vihre,1.609,15.178,-86.254
20,0.49,353,#congress,5.866,-78.164,29.261
21,0.493,12,#flapol,2.485,42.603,76.256
22,0.495,555,@deptofdefense,6.319,-44.087,-46.029
23,0.497,1863,#america,7.53,-27.971,-140.742
24,0.499,7,#whitehousedown,1.946,-64.529,-8.806
25,0.509,294,#terrorism,5.684,37.956,-47.424
26,0.513,109,#bidencheatedandgotcaught,4.691,-131.162,19.684
27,0.513,339,#vote,5.826,-29.702,-87.541
28,0.517,110,#eritreaoutoftigray,4.7,32.381,-136.322
29,0.517,612,#americaortrump,6.417,-60.185,115.885
30,0.518,6,@educardinal,1.792,82.787,38.017
31,0.519,7,#williebrown,1.946,-23.258,-11.693
