,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,33991,#impeachment,10.434,-76.466,92.104
1,0.246,13110,#forabolsonaro,9.481,-113.262,-26.066
2,0.25,3459,#forabolsonarogenocida,8.149,26.798,98.826
3,0.27,5344,#impeachmentja,8.584,-63.108,43.875
4,0.28,43859,#impeachmentbolsonarourgente,10.689,-65.968,-2.623
5,0.296,1913,#impeachmentbolsonaro,7.556,95.871,-37.173
6,0.319,4745,#impeachmentdebolsonaro,8.465,141.952,-52.269
7,0.339,2562,#impeachmentdebolsonarourgente,7.849,66.434,61.877
8,0.353,2925,#bolsonarogenocida,7.981,119.212,60.148
9,0.363,8990,#justiceiscoming,9.104,-22.179,23.083
10,0.381,23,#resumensemanal,3.135,17.311,-93.374
11,0.388,1114,#bolsonaroasfixiaobrasil,7.016,93.713,12.42
12,0.394,11,gelmeden,2.398,13.375,-0.946
13,0.409,12,#catpower,2.485,142.905,6.047
14,0.416,1384,#forapazuello,7.233,-3.99,-138.674
15,0.422,3922,#insurrection,8.274,-24.215,-23.972
16,0.424,2561,#impeachmentday,7.848,17.289,49.617
17,0.432,11,lmezsin,2.398,-51.567,-112.609
18,0.441,43868,come,10.689,55.906,-128.211
19,0.451,7,alnero,1.946,58.998,-71.121
20,0.451,152,#negodoborel,5.024,15.834,-46.522
21,0.471,26,audioformat,3.258,50.476,20.192
22,0.473,7,@eujacqueline,1.946,-99.328,-84.802
23,0.478,9483,guarantee,9.157,-22.62,72.264
24,0.479,145,#lisabarcelos,4.977,53.595,-23.813
25,0.483,17019,#covid,9.742,-63.854,-50.062
26,0.484,10843,tomorrow,9.291,79.703,110.964
27,0.488,5810,fora,8.667,103.059,-96.339
28,0.488,1047,saringan,6.954,-23.368,-72.13
29,0.489,171323,bolsonaro,12.051,-20.516,123.509
30,0.492,14,#poliziotto,2.639,-112.79,31.599
