,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,1061,#trumpimpeachment,6.967,55.336,29.699
1,0.252,350,#trumpfailedamerica,5.858,14.48,-31.552
2,0.316,1736,#trumpseriesfinale,7.459,-31.901,7.973
3,0.346,6348,#trumptreason,8.756,-67.276,35.842
4,0.358,508,#trumpisacriminal,6.23,-77.965,10.075
5,0.359,7,#trumpfleeingsceneofcrimes,1.946,-70.229,-16.916
6,0.373,375,#trumpisacompletefailure,5.927,14.009,10.19
7,0.379,247,@chronicleherald,5.509,-44.004,28.958
8,0.382,373,#corruption,5.922,61.211,-60.509
9,0.383,603,#gopseditioustraitors,6.402,26.845,-51.286
10,0.386,612,#americaortrump,6.417,-20.652,-12.131
11,0.401,646,#gopcomplicittraitors,6.471,-29.708,-42.227
12,0.404,262,#trumpbanned,5.568,-9.185,10.061
13,0.418,1190,#trumpcoupattempt,7.082,-7.959,-33.035
14,0.424,589,#trumpisanationaldisgrace,6.378,-53.718,3.8
15,0.426,69,#trumpconceded,4.234,-59.116,-41.586
16,0.427,309,#trumpcrimefamilyforprison,5.733,-34.458,-73.056
17,0.431,227,#goptraitorstodemocracy,5.425,-20.27,32.487
18,0.44,499,#impeachedtwice,6.213,1.898,-10.207
19,0.446,730,#trumpinsurrection,6.593,-12.708,57.703
20,0.448,105,#gopcorruptionovercountry,4.654,-43.029,-19.205
21,0.452,702,#impeachmentday,6.554,43.347,-31.017
22,0.454,11,#totalchan,2.398,12.421,-79.881
23,0.457,587,cartoon,6.375,31.704,36.437
24,0.458,308,#byedon,5.73,76.081,-27.018
25,0.459,6,#freefood,1.792,-42.212,57.345
26,0.463,772,#republicans,6.649,50.191,-5.779
27,0.466,175,#gopbetrayedamerica,5.165,5.287,32.565
28,0.473,17,#trumpbegged,2.833,16.399,58.802
29,0.473,46,#qdefirating,3.829,35.239,12.552
30,0.486,7,#trumpterrorism,1.946,-4.24,-59.294
31,0.49,25,#republicansaretheproblem,3.219,25.878,-10.151
