,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,5140,#washingtondc,8.545,-6.15,11.609
1,0.321,1283,#capitolhill,7.157,74.659,122.27
2,0.327,4304,#capitol,8.367,-60.762,-133.041
3,0.329,4818,#usa,8.48,30.123,-155.823
4,0.341,145,reivindicaci,4.977,-16.038,141.583
5,0.354,64,#demanddemocracy,4.159,2.609,-69.353
6,0.358,1427,#nationalguard,7.263,26.819,-28.26
7,0.368,5,#natureisbeautiful,1.609,-69.325,3.968
8,0.369,5,#stevejacksonva,1.609,46.856,16.176
9,0.372,6,#jamaicaqueensnyc,1.792,158.5,26.104
10,0.399,2993,#uscapitol,8.004,-110.325,-91.246
11,0.401,2642,#capitolriots,7.879,8.809,55.935
12,0.407,5,#jamaicaqueensny,1.609,19.08,102.982
13,0.41,7,#sumtersc,1.946,97.961,21.362
14,0.424,17,#sanfranciscocalifornia,2.833,-43.71,47.371
15,0.425,1336,#america,7.197,-7.47,-117.054
16,0.434,182,@boliviamor,5.204,52.914,-82.656
17,0.434,6,#tbr,1.792,125.258,-25.02
18,0.435,74,#youtuber,4.304,-135.369,15.153
19,0.446,26,#jasminbhasin,3.258,63.953,65.293
20,0.45,145,vigencia,4.977,84.146,-131.306
21,0.451,833,#unitedstates,6.725,-867.607,16.682
22,0.453,9,#teamjoe,2.197,-101.395,64.676
23,0.456,11,#geonews,2.398,114.373,-83.643
24,0.457,5274,#donaldtrump,8.571,-29.445,-28.46
25,0.458,10,franceinfo,2.303,-54.726,-70.321
26,0.46,56,#photographer,4.025,-104.672,-33.929
27,0.461,553,gauche,6.315,122.492,79.257
28,0.462,1868,#capitolriot,7.533,-55.046,100.317
29,0.465,370,#january,5.914,75.32,-33.232
30,0.465,11,#donladtrump,2.398,171.478,-56.428
