,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,2764,#kamalaharris,7.924,76.743,-17.518
1,0.12,11,#libros,2.398,-5.275,-91.32
2,0.227,9932,#joebiden,9.204,-18.88,-19.211
3,0.26,11,biograf,2.398,-82.013,-69.834
4,0.306,51,#eritreaoutoftigray,3.932,23.583,30.459
5,0.324,5,@edanoyukio,1.609,-114.476,20.433
6,0.328,101,#kamala,4.615,-30.478,15.728
7,0.335,17,viniste,2.833,11.907,-30.091
8,0.343,8,#gettoknowmvp,2.079,2.028,5.406
9,0.348,11,#uspresidentialelection,2.398,-9.823,41.422
10,0.353,5608,#bidenharris,8.632,-46.279,-45.814
11,0.353,7,#housingpolicy,1.946,12.318,73.852
12,0.358,7,#vicepresidentelect,1.946,-12.179,-53.629
13,0.375,140,#bumpup,4.942,-50.431,-9.628
14,0.379,170,#kamalaharrisvp,5.136,-25.075,79.145
15,0.381,47,#stopethnicprofilingtigrayans,3.85,-83.511,-22.345
16,0.384,15,#chucknorris,2.708,-98.548,58.662
17,0.384,31,apparences,3.434,-48.533,47.775
18,0.386,50,#reconnecttigray,3.912,62.613,19.66
19,0.39,54,#soniasotomayor,3.989,110.956,15.811
20,0.392,33,#mvpharris,3.497,78.528,-66.197
21,0.398,559,#nancypelosi,6.326,-119.227,-33.306
22,0.405,6,#doctorivan,1.792,-10.757,123.415
23,0.408,47,copione,3.85,46.14,-34.783
24,0.41,1842,#bideninauguration,7.519,-67.736,98.508
25,0.413,52,#vicepresidentharris,3.951,48.796,57.215
26,0.418,414,#bidenactnow,6.026,42.937,102.302
27,0.42,279,#grenfelltower,5.631,-74.229,20.211
28,0.421,8,#donieosullivan,2.079,39.572,-106.94
29,0.421,31,deront,3.434,34.603,-2.629
30,0.423,15,#tonyblinken,2.708,-43.718,-90.163
31,0.423,11870,#inaugurationday,9.382,26.72,-64.214
