,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,26543,#biden,10.187,-119.625,65.607
1,0.264,9932,#joebiden,9.204,133.982,192.467
2,0.3,73075,#trump,11.199,50.449,208.39
3,0.315,5567,#usa,8.625,214.709,-150.156
4,0.316,7,#housingpolicy,1.946,-114.358,159.263
5,0.38,7423,#covid,8.912,-101.282,-97.85
6,0.388,5608,#bidenharris,8.632,-155.614,-172.272
7,0.39,6,#philadelphiaeagles,1.792,32.761,131.699
8,0.399,8456,#donaldtrump,9.043,-11.26,-94.227
9,0.404,6,#newyorkgiants,1.792,100.967,96.073
10,0.41,11,starebbe,2.398,57.403,-76.5
11,0.426,596,opportunit,6.39,-42.058,89.93
12,0.431,2251,#america,7.719,-189.238,-78.571
13,0.432,21,#ujrajeya,3.045,-36.2,172.024
14,0.446,7,takeaction,1.946,4.921,-19.757
15,0.449,1079,signerait,6.984,-53.264,24.032
16,0.45,2764,#kamalaharris,7.924,-229.736,153.741
17,0.472,147,#leuropa,4.99,138.343,-56.113
18,0.474,1847,#election,7.521,187.043,109.465
19,0.477,90,avvento,4.5,-136.56,-13.201
20,0.48,7790,#washingtondc,8.961,114.254,-136.668
21,0.482,14189,administration,9.56,98.115,-230.478
22,0.483,43,#assalt,3.761,-50.2,-253.386
23,0.483,1815,communication,7.504,-50.933,-161.304
24,0.487,10,#lstm,2.303,-57.494,271.069
25,0.488,1386,#cnn,7.234,72.52,-3.487
26,0.489,130,#therealvirusisglobalism,4.868,225.411,-46.37
27,0.492,148,voluto,4.997,28.575,55.211
28,0.493,7,#byeden,1.946,239.619,47.901
29,0.496,6,#dronevolt,1.792,138.337,24.188
30,0.497,414,#bidenactnow,6.026,-61.864,-42.278
31,0.498,356,#harris,5.875,-208.162,33.173
