,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,11053,#donaldtrump,9.31,-22.201,73.544
1,0.195,233,#giphy,5.451,-45.974,-107.052
2,0.231,60532,#trump,11.011,-25.164,-27.098
3,0.347,233,#gifs,5.451,126.727,-30.293
4,0.351,29,wiemy,3.367,-0.745,-0.025
5,0.357,2846,@potus,7.954,-64.988,-59.982
6,0.372,170,#electionfraudisreal,5.136,4.894,-96.251
7,0.372,22,#americaelection,3.091,116.172,42.234
8,0.376,255,ssent,5.541,-81.394,16.448
9,0.378,233,#gif,5.451,-153.826,-35.205
10,0.383,19800,#biden,9.893,19.969,66.645
11,0.386,25,#pmik,3.219,104.674,-84.217
12,0.395,16,#designers,2.773,-60.029,-18.574
13,0.397,6348,#trumptreason,8.756,-58.572,52.363
14,0.4,233,#randomtrump,5.451,51.956,-117.525
15,0.4,9883,#joebiden,9.199,63.643,48.555
16,0.404,25,#editpolicy,3.219,-0.531,118.835
17,0.413,1153,@realdonaldtrump,7.05,-23.396,-66.118
18,0.414,5226,#capitol,8.561,-126.487,21.796
19,0.419,772,#republicans,6.649,-7.246,-146.463
20,0.422,1863,#america,7.53,40.036,-68.949
21,0.423,10,#amerikaserikat,2.303,73.777,-43.579
22,0.432,6050,#usa,8.708,37.239,-13.106
23,0.435,9,#uspresidentialelection,2.197,-99.282,-97.569
24,0.438,1702,@whitehouse,7.44,10.857,-40.887
25,0.438,1063,#potus,6.969,60.499,99.444
26,0.441,30,etmi,3.401,-60.261,105.41
27,0.446,29,finanse,3.367,-99.756,-30.433
28,0.448,9,#twitteraccountsuspend,2.197,-39.039,14.089
29,0.448,40,#marketingtwitter,3.689,29.023,25.831
30,0.449,825,#politics,6.715,-98.73,67.201
31,0.451,5,#stipemesic,1.609,76.396,3.286
