,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,26439,#impeachment,10.183,-21.125,-79.001
1,0.134,5,@arunbajpairajan,1.609,39.448,55.048
2,0.22,52,#catpower,3.951,-31.706,-49.077
3,0.247,4274,#trumpimpeachment,8.36,37.385,-23.281
4,0.257,6953,#impeachmentday,8.847,-18.687,40.266
5,0.289,2004,#impeachtrump,7.603,-24.283,13.751
6,0.304,71753,#trump,11.181,24.096,-48.341
7,0.342,5274,#donaldtrump,8.571,-5.329,-4.385
8,0.359,1685,#republicans,7.43,10.341,-25.736
9,0.367,2322,#impeachedtwice,7.75,29.48,25.815
10,0.374,4818,#usa,8.48,10.116,48.345
11,0.391,5621,#convicttrump,8.634,41.836,-71.003
12,0.399,710,#convictandremove,6.565,-76.244,23.891
13,0.41,176,#frentepopular,5.17,-52.386,-69.336
14,0.412,1770,#democrats,7.479,58.699,-43.225
15,0.42,2642,#capitolriots,7.879,-14.704,-29.624
16,0.425,980,#impeached,6.888,-10.573,70.11
17,0.427,7,#yasobrasborb,1.946,62.654,27.103
18,0.428,176,#patrimonionacional,5.17,70.76,-12.769
19,0.429,14820,#biden,9.604,10.362,-79.87
20,0.436,8,indoktrinirano,2.079,2.204,20.928
21,0.442,10,@shamstahirkhan,2.303,-73.425,-44.425
22,0.445,1111,#politics,7.013,-49.748,-28.355
23,0.447,755,#trumpinsurrection,6.627,19.586,-0.543
24,0.452,72,@sangreechinche,4.277,-46.658,28.706
25,0.455,5293,#joebiden,8.574,-3.002,-53.278
26,0.461,4903,#covid,8.498,-53.585,1.445
27,0.461,1208,#americaortrump,7.097,46.119,2.825
28,0.462,40,@eleconomista,3.689,-30.691,-10.923
29,0.465,20,batheist,2.996,-79.667,-11.829
30,0.466,8,zmlel,2.079,-45.737,57.826
