,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,1080,#boston,6.985,97.311,-101.837
1,0.212,5,#northkorea,1.609,75.364,210.161
2,0.243,9,conn,2.197,-133.991,55.211
3,0.247,14,#world,2.639,70.234,105.347
4,0.261,8,#hiphop,2.079,172.844,24.399
5,0.265,9,#bostonbombings,2.197,-90.205,103.637
6,0.272,6,#cambridge,1.792,-64.642,-50.779
7,0.306,19,#marathonmonday,2.944,61.547,38.546
8,0.307,5,#business,1.609,111.828,9.284
9,0.311,10,#music,2.303,22.2,139.863
10,0.316,137,#news,4.92,22.248,74.264
11,0.323,5,#newengland,1.609,138.37,158.272
12,0.331,12,wednesday,2.485,-101.981,-5.629
13,0.361,7,#coffee,1.946,113.298,68.505
14,0.377,10,#massachusetts,2.303,10.98,15.81
15,0.386,5,#maryland,1.609,39.8,-68.115
16,0.392,10,#radio,2.303,-75.681,45.103
17,0.399,122,#bostonmarathon,4.804,-27.39,105.273
18,0.404,19,#opangel,2.944,191.224,95.072
19,0.412,12,#advertising,2.485,-48.056,161.575
20,0.414,5,milwaukee,1.609,159.353,-51.323
21,0.42,11,mullen,2.398,-4.327,-37.036
22,0.42,9,nite,2.197,-42.634,-1.012
23,0.429,13,@specialtycoffee,2.565,94.674,-45.381
24,0.431,7,medford,1.946,51.196,-14.878
25,0.431,7,#mbta,1.946,-24.143,-88.163
26,0.432,16,#bos,2.773,-31.571,-150.84
27,0.435,15,blue,2.708,73.133,-163.04
28,0.44,39,#celtics,3.664,-86.929,-112.587
29,0.44,6,doubleheader,1.792,-174.202,-5.271
30,0.452,7,#newyork,1.946,25.222,-120.859
31,0.454,7,economy,1.946,-127.219,-63.264
