,freq,conf_low,conf_area
0,7.141245122350491,7.141245122350491,0.0
1,8.011686729127847,8.011686729127847,0.0
2,6.45833828334479,6.45833828334479,0.0
3,5.87493073085203,5.87493073085203,0.0
4,7.499423290592229,7.499423290592229,0.0
5,6.493753839851686,6.493753839851686,0.0
6,6.222576268071369,6.222576268071369,0.0
7,6.338594078203183,6.338594078203183,0.0
8,6.375024819828097,6.375024819828097,0.0
9,6.345636360828596,6.345636360828596,0.0
10,6.490723534502507,6.490723534502507,0.0
11,6.075346031088684,6.075346031088684,0.0
12,6.07993319509559,6.07993319509559,0.0
13,6.077642243349034,6.077642243349034,0.0
14,6.478509642208569,6.478509642208569,0.0
15,6.049733455231958,6.049733455231958,0.0
16,6.679599185844383,6.679599185844383,0.0
17,6.2878585601617845,6.2878585601617845,0.0
18,7.337587743538596,7.337587743538596,0.0
19,6.501289670540389,6.501289670540389,0.0
20,6.486160788944089,6.486160788944089,0.0
21,6.565264970035361,6.565264970035361,0.0
22,6.07993319509559,6.07993319509559,0.0
23,7.280697195384741,7.280697195384741,0.0
24,6.3835066348840055,6.3835066348840055,0.0
25,6.812345094177479,6.812345094177479,0.0
26,6.003887067106539,6.003887067106539,0.0
27,7.585788821732034,7.585788821732034,0.0
28,6.401917196727186,6.401917196727186,0.0
29,6.327936783729195,6.327936783729195,0.0
30,6.244166900663736,6.244166900663736,0.0
31,9.897570078772091,9.897570078772091,0.0
32,6.810142450115136,6.810142450115136,0.0
33,6.082218910376446,6.082218910376446,0.0
34,6.306275286948016,6.306275286948016,0.0
35,6.568794955410554,5.296671418145719,2.54424707452967
36,6.602407098390423,5.183755341902743,2.837303512975361
37,6.619290687984619,5.167174079513149,2.9042332169429397
38,6.627917607268251,5.167761276707166,2.9203126611221695
39,6.632469302409923,5.170359364804113,2.9242198752116204
40,6.635009599350803,5.172423274052054,2.9251726505974975
41,6.6365571355057185,5.173854352985518,2.9254055650404007
42,6.637614677199189,5.174883314014823,2.9254627263687327
43,6.638430373550216,5.175691942694038,2.9254768617123554
44,6.639126702899646,5.176386497762047,2.925480410275198
45,6.639764116576249,5.17702345268707,2.925481327778357
46,6.640372451391371,5.177631662066586,2.9254815786495687
47,6.640966433825464,5.178225606601946,2.9254816544470357
48,6.641553332390703,5.178812491721517,2.925481681338371
49,6.642136734588484,5.179395887974646,2.9254816932276757
