,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,47158,#impeachment,10.761,35.983,53.478
1,0.235,15360,#impeachmentbolsonarourgente,9.64,-72.784,-43.167
2,0.304,8417,#forabolsonaro,9.038,-41.067,-33.285
3,0.316,2538,#forabolsonarogenocida,7.839,-62.461,-7.546
4,0.317,2206,#impeachmentja,7.699,43.645,-30.845
5,0.35,1909,#bolsonarogenocida,7.554,-30.676,0.008
6,0.358,1446,#impeachmentdebolsonaro,7.277,-16.9,-55.623
7,0.361,1860,#bolsonarismomata,7.528,-12.205,-22.74
8,0.404,88031,bolsonaro,11.385,16.293,-17.655
9,0.436,22,@elibailly,3.091,70.17,73.524
10,0.441,22922,favor,10.04,14.336,-47.798
11,0.441,377,frisco,5.932,18.417,87.015
12,0.442,6924,genocida,8.843,1.007,-90.865
13,0.443,659,#forapazuello,6.491,-50.356,26.233
14,0.443,102,@protestamilitar,4.625,70.627,-8.601
15,0.446,33,@professoreucima,3.497,20.447,27.302
16,0.451,7342,nesse,8.901,54.826,28.667
17,0.454,841,#bolsonarobroxa,6.735,-72.799,59.188
18,0.463,17931,brasil,9.794,75.092,-45.067
19,0.464,38466,deputados,10.558,93.072,27.154
20,0.47,11645,placar,9.363,-2.02,117.826
21,0.473,14139,governo,9.557,-15.212,84.86
22,0.48,5,@alboy,1.609,-90.854,24.783
23,0.486,19258,jair,9.866,37.829,3.042
24,0.492,12367,essa,9.423,49.154,103.093
25,0.495,17490,pelo,9.769,-102.16,-10.63
26,0.495,14,@nuvubwni,2.639,-50.37,-77.151
27,0.496,207,#cadeiaparabolsonaro,5.333,-15.793,30.374
28,0.5,517933,impeachment,13.158,41.955,-69.634
29,0.503,1662,queremos,7.416,-53.971,104.731
30,0.504,14,#forabolsonaroruamour,2.639,-33.727,56.761
31,0.509,10,himpeachment,2.303,3.803,52.452
