True,Pred,Weeks
4.653960350157523,4.99691706942752,0
4.442651256490317,4.8256174116979595,1
4.477336814478207,4.649075218073031,2
4.709530201312334,4.540786667717631,3
5.375278407684165,4.543153022700436,4
5.10594547390058,4.758195101763327,5
4.356708826689592,4.832023370040936,6
4.219507705176107,4.627639398489615,7
4.499809670330265,4.453991773467578,8
5.043425116919247,4.4188900053595015,9
4.532599493153256,4.55771405353077,10
5.093750200806762,4.503842503532025,11
5.332718793265369,4.6387692545738695,12
4.844187086458591,4.833367208506127,13
4.836281906951478,4.796847394422377,14
5.111987788356544,4.770147992007491,15
5.111987788356544,4.846632405443378,16
4.465908118654584,4.900981696776439,17
4.605170185988092,4.716415799066595,18
4.727387818712341,4.641251392623067,19
4.48863636973214,4.630031270901754,20
4.68213122712422,4.54516889471309,21
4.787491742782046,4.550088380925231,22
7.00033446027523,4.587871634481936,23
4.795790545596741,5.385564034076605,24
5.278114659230517,5.102354397804197,25
4.574710978503383,5.132009986798863,26
4.605170185988092,4.928545057160082,27
4.700480365792417,4.804405237036818,28
4.330733340286331,4.7426762939833464,29
4.8283137373023015,4.590951482162044,30
4.997212273764115,4.6265402174142265,31
4.465908118654584,4.698439476269677,32
4.59511985013459,4.601586960765544,33
4.276666119016055,4.567472829495369,34
4.634728988229636,4.453705303008448,35
4.51085950651685,4.471268006816897,36
4.736198448394496,4.449583429903661,37
4.2626798770413155,4.496138932124937,38
4.189654742026425,4.400303397843802,39
4.672828834461906,4.3102033113773945,40
4.59511985013459,4.376183925123705,41
4.2626798770413155,4.4037589297500705,42
4.02535169073515,4.334257409263973,43
3.9512437185814275,4.2196258913896525,44
4.23410650459726,4.1141376115601425,45
4.2626798770413155,4.113811794599762,46
4.31748811353631,4.120975177095146,47
4.330733340286331,4.140922751065515,48
4.418840607796598,4.159692422712332,49
4.31748811353631,4.198166811596081,50
4.189654742026425,4.200000177994218,51
4.762173934797756,4.16670307526246,52
4.605170185988092,4.300147999625275,53
4.31748811353631,4.3602258785600645,54
4.553876891600541,4.3194416486931155,55
4.356708826689592,4.358628365844525,56
4.204692619390966,4.330333400827571,57
4.143134726391533,4.267003349906871,58
4.2626798770413155,4.2043792358491,59
4.248495242049359,4.192358623223007,60
3.970291913552122,4.179869738595593,61
4.700480365792417,4.093626565801397,62
4.060443010546419,4.232425326306106,63
3.970291913552122,4.157821591056424,64
3.9512437185814275,4.079418800853032,65
4.204692619390966,4.016792164760936,66
3.8918202981106265,4.039723620265218,67
4.700480365792417,3.9721207907619935,68
4.30406509320417,4.139308927454515,69
3.970291913552122,4.158492124823705,70
3.871201010907891,4.081092502823555,71
3.912023005428146,3.9988502176002947,72
3.258096538021482,3.9490646408178045,73
3.4011973816621555,3.737092731193054,74
3.7612001156935624,3.6123343259373426,75
4.007333185232471,3.625864331516752,76
3.258096538021482,3.7003434063903375,77
3.4965075614664802,3.5548916909603006,78
4.584967478670572,3.510149119632755,79
