,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,3820,#bidenharris,8.248,3.033,-11.485
1,0.177,78,#bumpup,4.357,-1.102,-8.157
2,0.193,1470,#bideninauguration,7.293,-11.544,-9.225
3,0.279,17358,#inauguration,9.762,-1.046,7.666
4,0.29,5,#joebidenlegalizaopedosexualismo,1.609,5.576,2.693
5,0.302,5,#worldpeaceambadsadorsdemocratsunite,1.609,-2.363,12.545
6,0.351,312,#africangiant,5.743,-8.962,-4.595
7,0.352,291,#presidentelectbiden,5.673,11.324,-3.329
8,0.357,5,#optimistic,1.609,3.182,11.975
9,0.371,8323,#joebiden,9.027,-11.027,-0.188
10,0.373,4797,#inaugurationday,8.476,-3.902,3.675
11,0.385,24,#resigntrumponce,3.178,-14.32,-3.92
12,0.39,32685,@joebiden,10.395,-4.399,-4.518
13,0.394,1597,#kamalaharris,7.376,-14.684,2.979
14,0.396,5,ydqeewsw,1.609,-2.048,-0.294
15,0.401,3247,#donaldtrump,8.085,-5.752,7.552
16,0.409,3525,#usa,8.168,6.621,-2.145
17,0.419,87,#grenfelltower,4.466,8.062,-8.546
18,0.422,12397,@kamalaharris,9.425,8.534,7.898
19,0.424,7649,#trumpimpeachment,8.942,-6.086,-9.19
20,0.429,8,#gojoe,2.079,-8.257,12.142
21,0.431,45,#bidentransition,3.807,3.676,-6.17
22,0.436,809,#americaortrump,6.696,2.523,-0.675
23,0.45,26,@lorax,3.258,-3.199,-13.402
24,0.456,53,#britishgas,3.97,0.71,3.351
25,0.458,345,#byedon,5.844,-6.214,-0.313
26,0.472,10,mutado,2.303,-8.39,3.911
27,0.477,330,#buildbackbetter,5.799,-11.596,7.8
28,0.479,248,#giphy,5.513,-0.164,-4.271
29,0.48,1063,#coronavirus,6.969,10.64,2.392
30,0.482,59,#impreachment,4.078,3.456,6.862
