,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,5691,#convicttrump,8.647,12.662,62.931
1,0.291,49,#arresttraitorsnow,3.892,69.622,-60.34
2,0.302,1200,#impeachtrump,7.09,3.374,-86.954
3,0.313,1456,#trumpinsurrection,7.283,-84.282,10.502
4,0.317,6336,#trumptreason,8.754,-34.975,-87.981
5,0.344,14,#trumpnin,2.639,47.839,-37.516
6,0.374,6769,@senatemajldr,8.82,-48.612,12.692
7,0.379,1066,@senategop,6.972,-90.769,50.32
8,0.388,528,#eeltheseditionists,6.269,-82.686,-25.598
9,0.39,13,#trumpfailsamerica,2.565,40.291,-80.865
10,0.391,210,#convictandremove,5.347,-25.889,34.749
11,0.393,12,#imperiodementiras,2.485,55.711,81.995
12,0.395,429,#gopseditioustraitors,6.061,-16.275,7.216
13,0.398,773,#seditionhasconsequences,6.65,72.664,-15.674
14,0.4,338,#convicthisenablers,5.823,-4.56,-22.598
15,0.403,2412,#gop,7.788,-44.524,99.633
16,0.406,687,#traitortrump,6.532,96.7,11.227
17,0.415,8,#plantdelightsnursery,2.079,12.315,3.391
18,0.417,393,#seditiousgop,5.974,30.307,24.128
19,0.417,1324,#trumpimpeachment,7.188,-19.463,69.855
20,0.422,1717,#trumpcoupattempt,7.448,-36.843,-18.164
21,0.423,10,#holdthemallaccountable,2.303,64.372,27.621
22,0.424,13,@sonmag,2.565,-51.647,48.152
23,0.425,278,#domesticterrorism,5.628,39.492,51.532
24,0.43,7,#bankruptrupertmurdoch,1.946,14.424,-50.694
25,0.431,324,#goptraitorstodemocracy,5.781,3.813,35.322
26,0.435,2355,#trumpsnewarmy,7.764,48.43,-0.623
27,0.436,762,#impeachedtwice,6.636,89.494,55.426
28,0.438,8370,#insurrection,9.032,24.674,-20.955
29,0.445,275,#goodriddance,5.617,15.728,98.874
30,0.446,1154,#gopcomplicittraitors,7.051,-54.85,-47.182
31,0.449,1045,#impeachmentday,6.952,103.804,-31.508
