,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,2986,#bideninauguration,8.002,-10.609,46.523
1,0.226,13388,#bidenharrisinauguration,9.502,-40.691,24.729
2,0.31,23,#montrealgazette,3.135,-56.137,57.239
3,0.325,73018,#inauguration,11.198,-6.138,-49.529
4,0.349,93623,#inaugurationday,11.447,-92.981,56.208
5,0.374,71,#wewillbebetter,4.263,-75.4,98.017
6,0.386,8,centrepiece,2.079,-79.245,-45.37
7,0.414,21,#banned,3.045,-57.575,-12.263
8,0.422,1502,#presidentbiden,7.315,93.235,-48.333
9,0.444,54882,@joebiden,10.913,-29.129,83.929
10,0.45,5,#tohealwemustremember,1.609,-121.376,3.184
11,0.452,13,#bannedfromtwitter,2.565,89.136,-0.722
12,0.453,99,#thestandardnews,4.595,60.648,-74.79
13,0.457,1284,#bidentakeaction,7.158,88.709,40.112
14,0.458,11071,#bidenharris,9.312,4.64,-20.446
15,0.458,20,#magatv,2.996,-81.158,18.833
16,0.46,8,#montgomery,2.079,-40.148,-44.851
17,0.461,6,#celebratebh,1.792,59.235,-23.947
18,0.462,20,#trumplooroll,2.996,-27.076,-81.83
19,0.465,410,#buildbackbetter,6.016,30.585,-2.686
20,0.469,8,#catch,2.079,56.188,63.186
21,0.476,6336,#trumptreason,8.754,14.416,-80.018
22,0.476,5634,#trumpslastday,8.637,13.612,79.108
23,0.478,7,#justgetthruthis,1.946,45.132,105.175
24,0.48,10,@lustforlife,2.303,1.295,15.669
25,0.484,1173,#capitolhill,7.067,-24.677,-6.255
26,0.484,15846,#washingtondc,9.671,32.173,-45.951
27,0.496,111,perfetti,4.71,-127.605,73.024
28,0.497,5,@bjsquirrel,1.609,29.581,-118.885
29,0.5,7,#bidendoesntneedtrumpsthere,1.946,55.038,19.405
30,0.504,147,@lobaoeletrico,4.99,26.242,40.172
31,0.507,570,#trumpfailedamerica,6.346,-75.887,-99.755
