,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,3715,#bidenharris,8.22,-48.224,-42.02
1,0.06,6,#enero,1.792,-6.685,107.065
2,0.246,71,#bumpup,4.263,-104.359,46.837
3,0.331,10459,#trump,9.255,-153.931,-29.966
4,0.337,1235,conclusi,7.119,-121.432,113.102
5,0.345,1236,censuraron,7.12,-6.78,-3.221
6,0.345,1246,gusta,7.128,52.56,40.992
7,0.35,5,#trumpourpresident,1.609,-59.13,85.666
8,0.367,1235,ridiculizaron,7.119,-83.785,-137.427
9,0.368,1252,viejo,7.132,-105.253,-76.05
10,0.382,213,#vote,5.361,10.028,-56.122
11,0.391,6,#republicansforbiden,1.792,-60.608,152.755
12,0.399,12,#sharialaw,2.485,-164.846,42.773
13,0.399,15,#bidenharristosaveamerica,2.708,76.389,156.305
14,0.402,332,#grenfelltower,5.805,101.448,-17.228
15,0.403,1056,#trumpinsurrection,6.962,134.583,-80.009
16,0.404,1249,lado,7.13,-49.885,27.175
17,0.406,646,#joebiden,6.471,169.171,56.883
18,0.414,1406,#impeachment,7.249,88.31,-136.26
19,0.415,107,#bidenharrisinauguration,4.673,163.548,-15.429
20,0.415,17,#trumpvsbiden,2.833,-6.553,-162.694
21,0.416,958,#blacklivesmatter,6.865,70.207,-66.926
22,0.42,6,#secondimpeachment,1.792,50.826,96.702
23,0.422,1252,medios,7.132,8.641,166.176
24,0.422,1256,siempre,7.136,-93.984,-11.532
25,0.423,621,#democrats,6.431,-33.703,-97.563
26,0.428,50,#politique,3.912,45.788,-11.512
27,0.43,338,#mlk,5.823,0.1,51.953
28,0.436,25,#bidencalm,3.219,116.109,103.133
29,0.437,447,#asifzardari,6.103,29.486,-111.534
30,0.439,6,reazione,1.792,107.457,40.521
