,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,8323,#joebiden,9.027,-46.798,27.624
1,0.114,5,ydqeewsw,1.609,-4.211,39.007
2,0.146,5,#joebidenlegalizaopedosexualismo,1.609,-13.979,0.575
3,0.269,1597,#kamalaharris,7.376,-41.338,-10.201
4,0.31,26127,#biden,10.171,5.749,20.723
5,0.321,3525,#usa,8.168,22.159,-24.084
6,0.357,3247,#donaldtrump,8.085,5.753,-19.988
7,0.358,77,apparences,4.344,30.635,35.024
8,0.366,11,@timkrugerxxx,2.398,-20.035,32.993
9,0.371,3820,#bidenharris,8.248,39.063,17.212
10,0.401,537,neilia,6.286,35.219,-7.268
11,0.406,1535,#america,7.336,26.071,7.001
12,0.418,78,#bumpup,4.357,-30.173,5.502
13,0.418,248,#giphy,5.513,-18.168,15.21
14,0.418,17,stimuluschecks,2.833,-34.157,41.952
15,0.42,34,duit,3.526,-3.693,10.007
16,0.421,291,#presidentelectbiden,5.673,-17.897,50.747
17,0.422,57,#copelandnetwork,4.043,20.784,21.867
18,0.436,32685,@joebiden,10.395,0.972,-4.553
19,0.439,907,#president,6.81,10.617,34.864
20,0.443,1081,#potus,6.986,17.028,-7.236
21,0.446,538,ailing,6.288,-25.813,-25.996
22,0.448,17358,#inauguration,9.762,-46.21,8.514
23,0.458,206,#estadosunidos,5.328,-10.195,-15.628
24,0.458,13,#wintheera,2.565,0.575,54.495
25,0.472,1637,#cnn,7.401,-5.959,-32.712
26,0.473,58,#pontifex,4.06,-31.468,21.872
27,0.475,74086,#trump,11.213,10.868,7.08
28,0.481,778,#whitehouse,6.657,18.296,48.997
29,0.491,7,@eujacqueline,1.946,-24.81,-9.263
30,0.493,28,recomend,3.332,-7.631,24.797
