,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,10050,#trumptreason,9.215,-48.914,45.04
1,0.184,2034,#trumpcoupattempt,7.618,37.498,41.468
2,0.238,886,#traitortrump,6.787,39.153,18.76
3,0.27,9644,#convicttrump,9.174,15.54,-36.637
4,0.273,14,@zinyemo,2.639,39.404,68.552
5,0.283,2169,#trumpimpeachment,7.682,-4.672,21.217
6,0.302,587,#trumpfailedamerica,6.375,19.714,-12.068
7,0.314,2133,#capitolriots,7.665,38.518,-26.963
8,0.315,7513,#insurrection,8.924,-31.893,-30.125
9,0.317,8456,#donaldtrump,9.043,-42.959,-6.422
10,0.318,762,#gopcomplicittraitors,6.636,10.188,61.485
11,0.321,468,#trumpisalaughingstock,6.148,-9.491,-41.262
12,0.323,1157,#trumpinsurrection,7.054,64.831,35.703
13,0.326,743,#seditioncaucus,6.611,64.664,5.975
14,0.33,406,#trumpcrimefamilyforprison,6.006,-1.261,-1.092
15,0.333,445,#trumpisacriminal,6.098,39.103,-3.173
16,0.343,885,#seditionhasconsequences,6.786,18.457,10.813
17,0.344,41,@mikef,3.714,-1.654,-21.726
18,0.353,807,#magaterrorists,6.693,-59.682,-21.999
19,0.355,589,#trumpisacompletefailure,6.378,-20.761,-12.51
20,0.356,5,#nomeansno,1.609,61.672,-21.548
21,0.357,514,#trumpcrimefamily,6.242,-26.791,55.337
22,0.357,724,#americaortrump,6.585,15.87,32.651
23,0.371,12716,#capitolriot,9.451,-22.963,8.543
24,0.379,7,@danielmaiamello,1.946,4.519,-66.895
25,0.379,991,#gopseditioustraitors,6.899,-25.5,30.823
26,0.392,511,#domesticterrorism,6.236,-70.777,9.051
27,0.394,73075,#trump,11.199,-50.961,-44.959
28,0.395,540,#goptraitorstodemocracy,6.292,-6.272,83.684
29,0.396,128,#trumpmeltdown,4.852,-24.315,-59.243
30,0.409,493,#trumpcult,6.201,-45.707,19.208
31,0.411,279,#giphy,5.631,37.178,-55.291
