,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,5023,#convicttrump,8.522,-54.154,-60.531
1,0.277,6348,#trumptreason,8.756,-106.33,-67.628
2,0.347,449,#accountability,6.107,-40.166,112.662
3,0.349,82,#convictanddisqualifytrump,4.407,82.906,-94.407
4,0.357,86,#arresttraitorsnow,4.454,80.108,-40.283
5,0.363,641,#eeltheseditionists,6.463,-110.679,100.338
6,0.385,90,payton,4.5,-17.17,26.085
7,0.385,100,#convictandremove,4.605,-73.58,-108.311
8,0.388,1368,#impeachtrump,7.221,-38.957,-19.935
9,0.394,34,#investigatecammack,3.526,-98.08,-159.789
10,0.397,1088,uphold,6.992,26.596,28.757
11,0.403,603,#gopseditioustraitors,6.402,-149.368,-113.246
12,0.404,20,#prosecutethetraitors,2.996,-11.847,70.485
13,0.409,659,#seditionhasconsequences,6.491,-65.019,66.965
14,0.41,4161,accountable,8.334,77.224,36.671
15,0.421,549,#traitortrump,6.308,-173.001,20.669
16,0.421,646,#gopcomplicittraitors,6.471,-59.75,21.417
17,0.429,142,#justicematters,4.956,26.687,-106.048
18,0.431,395,#seditiousgop,5.979,-24.142,-105.348
19,0.435,188,#accountabilitybeforeunity,5.236,118.87,5.64
20,0.438,17,#investigateandprosecute,2.833,74.43,-145.621
21,0.438,125,#prosecutethemall,4.828,36.224,-58.191
22,0.438,499,#impeachedtwice,6.213,138.871,-68.215
23,0.44,155,#lockhimup,5.043,-9.346,-154.257
24,0.446,1190,#trumpcoupattempt,7.082,-88.168,-19.055
25,0.453,1027,#sedition,6.934,-107.724,32.871
26,0.454,8,#eelled,2.079,36.697,80.127
27,0.456,35,#nadler,3.555,-9.361,-61.609
28,0.459,8660,#insurrection,9.066,-145.336,-30.132
29,0.462,7,watsap,1.946,88.672,94.377
30,0.462,98,#tbvsno,4.585,3.499,-17.671
31,0.463,7,#makeamericatrumplessagain,1.946,16.598,141.339
