,freq,conf_low,conf_area
0,2.6390573296152584,2.6390573296152584,0.0
1,8.88599431515281,8.88599431515281,0.0
2,4.6913478822291435,4.6913478822291435,0.0
3,3.5553480614894135,3.5553480614894135,0.0
4,3.044522437723423,3.044522437723423,0.0
5,2.1972245773362196,2.1972245773362196,0.0
6,2.0794415416798357,2.0794415416798357,0.0
7,1.6094379124341003,1.6094379124341003,0.0
8,1.0986122886681098,1.0986122886681098,0.0
9,1.3862943611198906,1.3862943611198906,0.0
10,1.0986122886681098,1.0986122886681098,0.0
11,1.791759469228055,1.791759469228055,0.0
12,1.6094379124341003,1.6094379124341003,0.0
13,1.791759469228055,1.791759469228055,0.0
14,5.594711379601839,5.594711379601839,0.0
15,1.3862943611198906,1.3862943611198906,0.0
16,2.302585092994046,2.302585092994046,0.0
17,1.3862943611198906,1.3862943611198906,0.0
18,2.4849066497880004,2.4849066497880004,0.0
19,2.0794415416798357,2.0794415416798357,0.0
20,2.5649493574615367,2.5649493574615367,0.0
21,3.091042453358316,3.091042453358316,0.0
22,3.4011973816621555,3.4011973816621555,0.0
23,1.9459101490553132,1.9459101490553132,0.0
24,2.833213344056216,2.833213344056216,0.0
25,4.30406509320417,4.30406509320417,0.0
26,2.5649493574615367,2.5649493574615367,0.0
27,1.3862943611198906,1.3862943611198906,0.0
28,0.0,0.0,0.0
29,3.4011973816621555,3.4011973816621555,0.0
30,2.833213344056216,2.833213344056216,0.0
31,4.61512051684126,4.61512051684126,0.0
32,2.9444389791664403,2.9444389791664403,0.0
33,5.799092654460526,5.799092654460526,0.0
34,5.087596335232384,5.087596335232384,0.0
35,2.5359444087889913,0.3430333404166306,4.385822136744721
36,2.711824252641982,0.3874325238829712,4.648783457518022
37,2.78909354766934,0.4489686597877651,4.68024977576315
38,2.8317112299143212,0.4896473591939312,4.68412774144078
39,2.8621523825413306,0.5198479398530051,4.684608885376651
40,2.888314719216295,0.5459801286876993,4.684669181057192
41,2.912973485783364,0.5706350145355623,4.684676942495603
42,2.937103899858834,0.5947648916536847,4.684678016410299
43,2.9610486515871264,0.618709554559774,4.684678194054705
44,2.9849281618190546,0.642589043690541,4.684678236257027
45,3.008784746277865,0.6664456197624795,4.684678253030771
46,3.032633274651173,0.6902941428481846,4.684678263605977
47,3.056478972126989,0.7141398359564914,4.684678272340996
48,3.080323674829275,0.7379845345937222,4.684678280471106
49,3.104168027969495,0.7618288837725915,4.684678288393807
