,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,3823,#inauguration,8.249,-226.563,-104.746
1,0.237,608,#inaugurationday,6.41,210.979,-95.021
2,0.353,646,#joebiden,6.471,-182.755,86.909
3,0.379,25,#impreachment,3.219,-184.391,-10.596
4,0.384,3044,#nationalguard,8.021,-103.508,142.767
5,0.401,216,#january,5.375,207.467,164.568
6,0.406,373,#washington,5.922,356.648,169.123
7,0.419,826,#washingtondc,6.717,237.044,15.197
8,0.423,1406,#impeachment,7.249,-122.906,-103.348
9,0.434,6,#enero,1.792,-119.127,-205.356
10,0.434,16025,#biden,9.682,5.801,291.214
11,0.446,21250,ahead,9.964,-274.468,38.862
12,0.45,2738,#impeachmentday,7.915,-602.592,485.075
13,0.465,132,#presidenttrump,4.883,-97.864,-10.074
14,0.472,118,#tomhanks,4.771,-181.542,195.463
15,0.474,3715,#bidenharris,8.22,24.49,196.94
16,0.489,795,#capitolbuilding,6.678,-31.186,-65.072
17,0.489,31214,washington,10.349,133.847,-161.628
18,0.489,738,#insurrection,6.604,163.015,78.683
19,0.489,1623,#uscapitol,7.392,11.963,114.378
20,0.49,23,@welt,3.135,-30.349,-156.797
21,0.491,5,ngiltere,1.609,139.301,-30.562
22,0.494,71,#bumpup,4.263,-75.865,71.333
23,0.495,70,#domains,4.248,37.843,-217.783
24,0.495,123,@drjayakumarmp,4.812,112.284,181.912
25,0.496,149,#elections,5.004,-8.768,27.374
26,0.497,10459,#trump,9.255,-71.325,221.998
27,0.499,123,@inctamilnadu,4.812,54.224,-109.135
28,0.504,434,#america,6.073,81.001,62.6
29,0.505,1797,#usa,7.494,54.467,-23.752
30,0.515,181,vues,5.198,-173.961,-440.568
