,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,20490,#capitolriot,9.928,-4.293,-6.87
1,0.322,5516,@cbsnews,8.615,-37.053,-36.123
2,0.323,8370,#insurrection,9.032,-59.926,6.782
3,0.327,1277,#capitolriots,7.152,53.224,-30.721
4,0.335,4490,riley,8.41,24.848,-44.125
5,0.387,4650,#capitol,8.445,-46.258,51.288
6,0.433,17130,pelosi,9.749,24.75,-15.357
7,0.446,8895,arrested,9.093,90.545,-37.224
8,0.45,3571,june,8.181,-64.057,-63.495
9,0.451,1094,#dcriots,6.998,-16.467,81.56
10,0.457,1610,allegation,7.384,36.991,-98.23
11,0.46,1612,#seditionhunters,7.385,-83.668,67.112
12,0.468,7747,connection,8.955,-41.591,-99.004
13,0.47,2969,facts,7.996,64.88,68.125
14,0.473,2475,liar,7.814,-29.105,26.243
15,0.475,1173,#capitolhill,7.067,35.098,45.744
16,0.478,585,#domesticterrorists,6.372,60.177,-0.64
17,0.479,96777,capitol,11.48,1.417,49.989
18,0.481,773,#seditionhasconsequences,6.65,79.758,31.294
19,0.482,43,@drgridlock,3.761,52.632,-63.64
20,0.487,32,#enlighten,3.466,2.499,19.813
21,0.491,3285,laptop,8.097,-31.288,-5.533
22,0.492,656,#arrestthemallnow,6.486,20.6,87.621
23,0.499,9470,williams,9.156,33.205,13.47
24,0.507,2582,rioters,7.856,109.712,0.832
25,0.511,28,#goodfellas,3.332,-68.424,-26.549
26,0.511,22182,enforcement,10.007,-21.566,-64.877
27,0.514,292,#coupattempt,5.677,-101.651,-7.699
28,0.517,1929,fleeing,7.565,-4.071,-36.179
29,0.519,27,#airportarrest,3.296,-48.734,86.249
30,0.52,63,unpacks,4.143,9.996,-69.753
31,0.52,1085,credible,6.989,-3.625,-104.029
