,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,5006,#kamalaharris,8.518,24.073,33.328
1,0.248,18206,#joebiden,9.81,-11.583,-26.029
2,0.27,11071,#bidenharris,9.312,-57.243,-48.602
3,0.275,203,#kamalaharrisvp,5.313,-51.824,28.108
4,0.288,343,#kamalaharrismakinghistory,5.838,31.794,-46.88
5,0.316,6,#lyingdogfacedponysoldier,1.792,54.828,-35.339
6,0.327,59,#gretathunberg,4.078,0.514,40.791
7,0.336,6,#columnist,1.792,7.568,-8.189
8,0.344,3786,#america,8.239,1.097,16.891
9,0.364,21,#amberruffin,3.045,-36.408,-23.562
10,0.369,99,#thestandardnews,4.595,14.721,-29.584
11,0.371,1702,#politics,7.44,45.417,14.952
12,0.378,14610,#usa,9.589,-39.09,1.761
13,0.38,219,#vicepresidentharris,5.389,-60.611,-20.263
14,0.389,226,#grenfelltower,5.421,59.702,-9.093
15,0.391,182,subdirector,5.204,-24.557,22.591
16,0.396,209,#kamala,5.342,27.072,-78.838
17,0.4,384,#joebideninauguration,5.951,50.541,43.967
18,0.401,73018,#inauguration,11.198,22.461,60.695
19,0.403,438,#berniesanders,6.082,-81.702,41.085
20,0.404,2135,#democrats,7.666,75.543,18.867
21,0.405,6,#kamalaharrisjoebiden,1.792,-26.495,47.355
22,0.409,6,#bbnajia,1.792,22.994,9.233
23,0.411,1370,#president,7.223,33.132,-12.502
24,0.412,911,#harris,6.815,-28.178,-48.352
25,0.414,93623,#inaugurationday,11.447,-15.282,-1.198
26,0.417,490,#voteblue,6.194,-97.419,15.662
27,0.421,46226,#biden,10.741,-12.628,73.763
28,0.421,13388,#bidenharrisinauguration,9.502,-85.522,-32.982
29,0.425,314,javier,5.749,-55.937,56.392
30,0.427,2364,#election,7.768,-17.07,-78.482
31,0.432,11331,#covid,9.335,-0.407,-52.38
