,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,15846,#washingtondc,9.671,76.543,27.016
1,0.256,8,#tbr,2.079,-96.566,12.767
2,0.266,3164,#washington,8.06,-6.84,31.245
3,0.272,15,@sanjayazadsln,2.708,27.056,74.787
4,0.296,14610,#usa,9.589,82.907,-21.764
5,0.339,4650,#capitol,8.445,72.869,94.913
6,0.344,12,#trumpwinner,2.485,-24.733,71.49
7,0.354,1543,#dcmilitary,7.341,34.415,31.539
8,0.357,4994,#nationalguard,8.516,-4.517,-147.324
9,0.376,361,nyel,5.889,38.322,-112.598
10,0.379,4767,#uscapitol,8.469,-117.911,-96.924
11,0.385,13388,#bidenharrisinauguration,9.502,-138.677,-26.665
12,0.385,2748,#capitolbuilding,7.919,-77.102,93.96
13,0.385,73018,#inauguration,11.198,115.205,60.686
14,0.386,545,#military,6.301,-129.727,57.73
15,0.402,1173,#capitolhill,7.067,-57.292,-80.432
16,0.402,2030,#dclockdown,7.616,-6.773,110.615
17,0.417,18206,#joebiden,9.81,-55.671,-135.597
18,0.42,46226,#biden,10.741,43.884,134.988
19,0.429,6,#moment,1.792,-50.707,146.843
20,0.437,20,#adsb,2.996,42.888,-10.929
21,0.439,93623,#inaugurationday,11.447,-43.486,6.858
22,0.439,5196,#americaortrump,8.556,-126.331,111.583
23,0.442,11,#readingcommunity,2.398,-30.963,-38.768
24,0.455,3641,#coronavirus,8.2,27.626,-50.973
25,0.455,1136,#congress,7.035,-81.919,-33.87
26,0.474,1473,#patriots,7.295,132.124,5.83
27,0.476,7,@@agoranoticiasbr,1.946,127.48,-58.72
28,0.477,2713,guards,7.906,1.606,-10.305
29,0.481,2490,#news,7.82,-5.611,-85.947
30,0.482,5862,#americafirst,8.676,78.806,-75.12
31,0.484,2986,#bideninauguration,8.002,6.642,177.481
