,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,6674,#capitolbuilding,8.806,102.873,-80.871
1,0.304,2723,#capitolriots,7.909,87.873,166.207
2,0.328,3361,#capitolriot,8.12,-12.682,-186.064
3,0.347,7802,#washingtondc,8.962,-82.588,-115.282
4,0.4,3922,#insurrection,8.274,-66.893,-54.316
5,0.402,15,@eltiempolatino,2.708,-95.426,0.953
6,0.414,762,#capitolhill,6.636,-151.247,-56.836
7,0.414,51,#capitolarrests,3.932,28.462,54.552
8,0.436,119,#capitalriots,4.779,-9.623,-30.302
9,0.438,2672,#nationalguard,7.891,-13.059,-110.107
10,0.454,869,#dclockdown,6.767,45.85,225.536
11,0.465,849,#magaterrorists,6.744,49.673,-9.433
12,0.468,684,@thedailybeast,6.528,183.523,-80.868
13,0.473,546,#january,6.303,-117.452,-173.228
14,0.489,36,#volunteer,3.584,118.825,-19.224
15,0.491,28,restablecer,3.332,241.531,32.539
16,0.492,2946,stormed,7.988,56.796,-149.468
17,0.497,17,#trumpisarussianasset,2.833,164.923,143.589
18,0.498,1548,breached,7.345,39.793,-74.075
19,0.502,37,eseguita,3.611,-163.818,37.493
20,0.502,12,#capitolhillriots,2.485,133.568,-148.712
21,0.503,984,@nationalguard,6.892,181.462,-4.629
22,0.504,541,#coupattempt,6.293,-29.687,29.003
23,0.506,1386,buyers,7.234,93.853,38.072
24,0.506,313,socorro,5.746,161.863,67.498
25,0.509,2803,window,7.938,26.763,123.803
26,0.51,192,#capitolbreach,5.257,-27.926,177.344
27,0.511,939,#insurrectionists,6.845,-93.648,68.237
28,0.512,272,#antichristtrump,5.606,-33.607,98.573
29,0.514,4797,#inaugurationday,8.476,93.135,99.666
30,0.517,5,#capitolhillriot,1.609,-106.025,141.184
