,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,8247,#capitolbuilding,9.018,-6.118,63.352
1,0.218,2504,#nationalguard,7.826,-48.417,-2.143
2,0.245,2133,#capitolriots,7.665,54.201,8.58
3,0.276,6,@paesiedizoni,1.792,11.566,-23.322
4,0.281,7790,#washingtondc,8.961,-14.762,19.431
5,0.297,5305,#capitol,8.576,42.264,31.845
6,0.297,12716,#capitolriot,9.451,3.516,-53.268
7,0.318,1852,#dclockdown,7.524,38.405,-25.085
8,0.319,621,#capitolhill,6.431,70.567,-14.899
9,0.358,7513,#insurrection,8.924,-23.19,-4.056
10,0.372,1515,#dcmilitary,7.323,32.281,-51.671
11,0.398,18465,#inauguration,9.824,83.819,14.915
12,0.421,279,#giphy,5.631,69.621,46.695
13,0.436,11,#tbr,2.398,19.538,50.004
14,0.444,8456,#donaldtrump,9.043,-3.182,39.942
15,0.449,511,#domesticterrorism,6.236,-73.496,-17.184
16,0.451,428,#january,6.059,-17.621,91.429
17,0.469,6,#juifs,1.792,-12.967,-26.393
18,0.471,7,assumidos,1.946,13.149,23.912
19,0.471,5567,#usa,8.625,-40.609,21.87
20,0.471,199,#police,5.293,-60.864,-47.448
21,0.476,10050,#trumptreason,9.215,0.851,0.671
22,0.479,9317,rioters,9.14,-75.588,14.707
23,0.484,21,#foxlies,3.045,-84.803,50.012
24,0.489,2827,#blm,7.947,-61.524,80.433
25,0.49,117,erano,4.762,-26.511,41.803
26,0.492,362,#congress,5.892,-25.864,-57.99
27,0.492,2251,#america,7.719,43.509,72.129
28,0.492,830,#insurrectionists,6.721,25.614,2.178
29,0.499,8,@danielhrs,2.079,-41.11,-28.747
30,0.499,6,@sldoyle,1.792,13.692,84.799
