,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,2561,#impeachmentday,7.848,3.921,3.431
1,0.132,14,#senatebackimmediately,2.639,-13.256,-9.449
2,0.301,6,#slvseng,1.792,3.26,9.636
3,0.314,945,#impeachedtwice,6.851,-0.137,-2.474
4,0.318,230,#panelacopelavida,5.438,-8.642,3.655
5,0.336,6,#happypongal,1.792,-3.503,8.386
6,0.337,397,#panelaco,5.984,16.083,3.047
7,0.357,6,#brega,1.792,17.315,-14.168
8,0.376,50,#bolsonaropaufino,3.912,-1.829,2.872
9,0.383,42,#olivegarden,3.738,5.005,-1.661
10,0.385,809,#americaortrump,6.696,-5.284,-20.469
11,0.389,7649,#trumpimpeachment,8.942,-7.64,-7.671
12,0.39,2342,#impeachtrump,7.759,2.495,-22.456
13,0.391,13,@thauany,2.565,-0.446,-16.821
14,0.393,303,#hoax,5.714,14.031,-2.902
15,0.397,12,#thursdaymotivation,2.485,-5.697,-2.098
16,0.402,9,everrrr,2.197,3.392,-6.707
17,0.407,88,#bolsonaronacadeia,4.477,13.029,-9.181
18,0.408,222,#impeachandremove,5.403,-4.54,-12.596
19,0.413,313,#panelacodia,5.746,19.229,-6.389
20,0.414,25,#libertad,3.219,11.248,-15.037
21,0.415,205,#trumpconceded,5.323,7.138,-10.693
22,0.416,268,#panelacosforabolsonaro,5.591,5.308,-16.108
23,0.417,8,#harden,2.079,9.991,7.346
24,0.418,111,#impeachtrumpnow,4.71,9.868,-21.039
25,0.42,1913,#impeachmentbolsonaro,7.556,8.927,-5.308
26,0.422,10,#imperiodementiras,2.303,9.775,1.228
27,0.423,5344,#impeachmentja,8.584,1.48,-11.672
28,0.429,1067,#republicans,6.973,-2.092,-7.333
29,0.432,2925,#bolsonarogenocida,7.981,-9.826,-15.366
30,0.434,53,#britishgas,3.97,-12.051,-2.306
