,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,16025,#biden,9.682,-215.516,289.338
1,0.193,10459,#trump,9.255,-273.039,-395.612
2,0.209,6,#enero,1.792,-89.282,139.864
3,0.28,5,@ticktocktraitor,1.609,444.871,-165.898
4,0.299,3715,#bidenharris,8.22,64.115,-72.785
5,0.31,1797,#usa,7.494,1553.983,-1257.012
6,0.314,5,#trumpourpresident,1.609,-278.312,508.658
7,0.342,6,@heuteshow,1.792,-452.766,154.085
8,0.342,1429,adolf,7.265,450.711,39.275
9,0.346,17,#trumpvsbiden,2.833,397.74,234.84
10,0.364,1252,viejo,7.132,-262.681,122.938
11,0.366,1418,amerikke,7.257,186.197,243.083
12,0.368,5,#tuerkei,1.609,-438.182,-235.284
13,0.385,1559,como,7.352,-239.838,-195.983
14,0.385,5,dewdrop,1.609,-98.465,428.024
15,0.396,119,#nye,4.779,131.029,-459.637
16,0.403,1246,gusta,7.128,-518.891,-32.686
17,0.403,375,#politics,5.927,96.068,-254.704
18,0.403,294,#potus,5.684,74.519,91.769
19,0.405,7,gelten,1.946,2.926,276.107
20,0.406,1235,conclusi,7.119,243.168,-105.803
21,0.41,621,#democrats,6.431,-71.512,-198.085
22,0.426,5,@joeytheredkroo,1.609,-116.281,-23.24
23,0.427,646,#joebiden,6.471,252.737,72.094
24,0.427,17,#gidle,2.833,-71.106,-400.128
25,0.427,17,#nbajp,2.833,114.142,428.143
26,0.433,213,#vote,5.361,312.075,426.011
27,0.434,3823,#inauguration,8.249,-314.02,-37.488
28,0.437,13,telecomunicaciones,2.565,289.272,-308.454
29,0.437,1236,censuraron,7.12,-416.137,344.047
30,0.444,1538,juifs,7.338,1.564,598.627
