,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,18206,#joebiden,9.81,29.817,-14.463
1,0.145,6,#lyingdogfacedponysoldier,1.792,-27.534,-9.899
2,0.168,46226,#biden,10.741,7.78,-25.325
3,0.248,5006,#kamalaharris,8.518,-39.788,-18.173
4,0.27,14610,#usa,9.589,-0.946,18.051
5,0.298,11071,#bidenharris,9.312,-26.731,-25.307
6,0.35,1370,#president,7.223,-20.891,1.415
7,0.37,93623,#inaugurationday,11.447,-14.368,-16.934
8,0.374,3786,#america,8.239,5.446,34.012
9,0.379,20422,#donaldtrump,9.924,-21.99,14.927
10,0.396,98487,#trump,11.498,-35.736,7.915
11,0.399,73018,#inauguration,11.198,-45.624,-1.938
12,0.406,54882,@joebiden,10.913,-7.594,40.38
13,0.41,13388,#bidenharrisinauguration,9.502,22.733,31.761
14,0.416,11331,#covid,9.335,-12.401,26.815
15,0.417,15846,#washingtondc,9.671,-31.51,27.007
16,0.418,8,@jaynuhlol,2.079,-1.459,-44.017
17,0.426,2364,#election,7.768,14.914,-14.085
18,0.427,30,#sunnews,3.401,38.21,-0.156
19,0.429,2135,#democrats,7.666,22.282,-3.595
20,0.431,99,#thestandardnews,4.595,-10.286,8.736
21,0.432,25,#poloniausa,3.219,12.908,17.597
22,0.439,8,@cluby,2.079,-5.543,-27.717
23,0.442,330,#nevertrumper,5.799,1.428,4.256
24,0.448,64,#copelandnetwork,4.159,37.887,-30.864
25,0.449,78,#thaipbs,4.357,-17.4,-37.39
26,0.45,8,#beuabiden,2.079,-0.198,-15.273
27,0.453,8,@bbytoki,2.079,21.227,-26.017
28,0.454,2090,#potus,7.645,13.61,4.815
29,0.456,3164,#washington,8.06,-8.927,-5.251
30,0.46,1702,#politics,7.44,13.536,-40.96
31,0.464,8,#bursturhead,2.079,27.588,11.444
