,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,5608,#bidenharris,8.632,-4.137,-8.434
1,0.047,7,#housingpolicy,1.946,-5.947,-2.81
2,0.248,140,#bumpup,4.942,-1.97,-9.625
3,0.283,9932,#joebiden,9.204,-8.442,-4.493
4,0.29,7,takeaction,1.946,-3.378,-0.374
5,0.303,1842,#bideninauguration,7.519,-3.14,-3.327
6,0.312,5,#teamharris,1.609,-1.501,-13.265
7,0.353,2764,#kamalaharris,7.924,-6.8,-9.706
8,0.356,414,#bidenactnow,6.026,-9.671,-8.242
9,0.357,11,#libros,2.398,-0.382,-1.511
10,0.369,1618,#bidenharrisinauguration,7.389,2.03,-6.107
11,0.373,122,#africangiant,4.804,-7.876,-12.835
12,0.376,17,#bidenharrislandslide,2.833,5.966,-4.767
13,0.388,26543,#biden,10.187,-10.272,-1.801
14,0.389,5,#puzzle,1.609,-2.141,2.851
15,0.394,18465,#inauguration,9.824,-6.593,-6.751
16,0.398,279,#grenfelltower,5.631,1.608,-16.133
17,0.398,279,#giphy,5.631,-10.898,-11.747
18,0.403,2827,#blm,7.947,-0.557,-4.634
19,0.406,11,biograf,2.398,2.369,0.43
20,0.406,7,repo,1.946,-1.475,-7.083
21,0.409,1222,#bidentakeaction,7.108,0.69,-11.462
22,0.418,5,#grassrootsdemhq,1.609,2.703,-2.979
23,0.418,5,#americahashadenough,1.609,-4.298,-5.701
24,0.422,10,bilen,2.303,0.675,-8.694
25,0.424,22,#clueless,3.091,-4.141,-11.697
26,0.425,2251,#america,7.719,-7.334,0.437
27,0.426,11870,#inaugurationday,9.382,-5.287,-14.858
28,0.43,10,#governogenocida,2.303,4.302,-12.67
29,0.438,53082,@joebiden,10.88,3.949,-8.962
30,0.44,31,bastou,3.434,-2.1,-17.632
31,0.441,296,adopted,5.69,-11.462,-5.215
