,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,7513,#insurrection,8.924,-38.822,2.741
1,0.223,1504,#sedition,7.316,16.388,61.922
2,0.246,2133,#capitolriots,7.665,-19.935,-128.965
3,0.246,12716,#capitolriot,9.451,59.243,51.389
4,0.305,1090,#coupattempt,6.994,32.939,23.928
5,0.314,830,#insurrectionists,6.721,-77.567,90.838
6,0.315,10050,#trumptreason,9.215,79.021,12.568
7,0.318,807,#magaterrorists,6.693,-96.867,-1.12
8,0.326,463,#treason,6.138,41.587,-14.031
9,0.349,743,#seditioncaucus,6.611,53.96,-52.053
10,0.352,714,#domesticterrorists,6.571,-31.962,69.568
11,0.358,8247,#capitolbuilding,9.018,7.467,105.523
12,0.379,488,#traitors,6.19,128.287,23.007
13,0.382,511,#domesticterrorism,6.236,13.274,-50.585
14,0.393,5305,#capitol,8.576,54.856,98.561
15,0.4,2034,#trumpcoupattempt,7.618,110.77,-86.5
16,0.401,762,#gopcomplicittraitors,6.636,-93.516,-59.503
17,0.401,885,#seditionhasconsequences,6.786,90.131,-30.105
18,0.409,886,#traitortrump,6.787,0.621,-10.645
19,0.439,41,@mikef,3.714,-26.492,-41.575
20,0.442,4476,insurrectionists,8.406,-59.939,36.042
21,0.443,452,#seditiousgop,6.114,43.682,-143.782
22,0.445,65,#airportarrest,4.174,-63.38,-30.279
23,0.45,9,requer,2.197,-83.26,-117.998
24,0.454,6,@paesiedizoni,1.792,101.692,70.349
25,0.458,621,#capitolhill,6.431,-11.056,29.149
26,0.458,197,#whitesupremacy,5.283,-39.644,-81.219
27,0.459,76,@mrivankatrump,4.331,7.995,-91.903
28,0.46,9644,#convicttrump,9.174,149.197,-34.49
29,0.46,362,#congress,5.892,-140.788,-24.525
30,0.466,19,#assassinato,2.944,54.989,-92.57
31,0.469,17,#onoublierapas,2.833,-38.861,129.006
