,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,73018,#inauguration,11.198,-89.016,82.625
1,0.115,93623,#inaugurationday,11.447,-10.615,-137.988
2,0.199,13388,#bidenharrisinauguration,9.502,33.962,148.423
3,0.308,11071,#bidenharris,9.312,119.323,76.546
4,0.325,2986,#bideninauguration,8.002,56.464,-8.754
5,0.352,8,@cluby,2.079,9.202,95.465
6,0.353,18669,@kamalaharris,9.835,-16.039,-76.749
7,0.359,8,@jaynuhlol,2.079,-39.966,134.655
8,0.376,54882,@joebiden,10.913,-5.554,46.664
9,0.376,15,@sanjayazadsln,2.708,104.454,-108.37
10,0.385,15846,#washingtondc,9.671,-103.754,1.25
11,0.386,9,#usindiarelation,2.197,-69.919,-124.952
12,0.394,102333,tomorrow,11.536,-40.703,73.166
13,0.399,18206,#joebiden,9.81,54.76,-150.938
14,0.4,5,@nila,1.609,73.591,-57.821
15,0.401,5006,#kamalaharris,8.518,23.352,-45.747
16,0.404,5,@ajitsinghpundir,1.609,58.914,82.586
17,0.412,99,#thestandardnews,4.595,100.125,-6.678
18,0.412,8,@ehuves,2.079,80.484,37.814
19,0.417,1502,#presidentbiden,7.315,-70.021,34.506
20,0.42,5634,#trumpslastday,8.637,145.465,26.991
21,0.422,6,#lyingdogfacedponysoldier,1.792,93.336,126.738
22,0.422,22624,@bideninaugural,10.027,-20.996,-31.526
23,0.428,26,#stepafrika,3.258,-141.23,51.133
24,0.428,3164,#washington,8.06,-119.572,-87.042
25,0.435,8,@bbytoki,2.079,-66.235,-65.535
26,0.436,5,@singhcbk,1.609,-146.017,-33.971
27,0.439,131,#itsshowtime,4.875,11.041,-0.375
28,0.439,5,@pashasehgal,1.609,-63.816,-19.74
29,0.442,10070,ready,9.217,35.238,37.936
30,0.445,8,#bursturhead,2.079,125.982,-47.687
