,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,8456,#donaldtrump,9.043,-38.949,-0.364
1,0.149,279,#giphy,5.631,-29.831,-76.403
2,0.251,73075,#trump,11.199,-37.78,42.438
3,0.266,279,#gifs,5.631,54.625,-72.996
4,0.279,6,#dronevolt,1.792,21.052,52.404
5,0.286,2251,#america,7.719,39.743,27.497
6,0.301,5567,#usa,8.625,9.644,-70.253
7,0.317,10050,#trumptreason,9.215,-6.886,-98.342
8,0.323,5,#groupeprotec,1.609,-96.869,14.378
9,0.329,12,@kamilogil,2.485,-5.825,1.148
10,0.331,279,#randomtrump,5.631,42.631,-7.676
11,0.339,14,@zinyemo,2.639,-57.857,22.144
12,0.351,1646,#whitehouse,7.406,12.53,-18.479
13,0.359,203,desaire,5.313,75.359,-27.976
14,0.362,3295,@potus,8.1,36.906,86.06
15,0.368,9932,#joebiden,9.204,-11.435,85.738
16,0.386,279,#gif,5.631,-65.573,-73.275
17,0.391,6,@joeblow,1.792,-20.715,-20.194
18,0.397,2169,#trumpimpeachment,7.682,3.624,29.541
19,0.399,26543,#biden,10.187,0.308,-43.182
20,0.402,497,#rudygiuliani,6.209,30.739,-103.086
21,0.41,6,@room,1.792,73.713,10.218
22,0.415,2133,#capitolriots,7.665,-22.139,21.236
23,0.416,724,#americaortrump,6.585,-52.636,70.854
24,0.42,13,#trumpprotest,2.565,-70.834,-7.541
25,0.42,2034,#trumpcoupattempt,7.618,35.728,-38.753
26,0.423,111,@mapache,4.71,-80.99,47.079
27,0.424,1618,#bidenharrisinauguration,7.389,-30.538,-47.402
28,0.427,111,@jorgelcardenas,4.71,-88.841,-37.568
29,0.429,7790,#washingtondc,8.961,-52.77,-32.453
30,0.433,12,#beatdown,2.485,67.58,48.987
31,0.433,7,#housingpolicy,1.946,20.129,8.858
