,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,7581,#washingtondc,8.933,37.17,11.761
1,0.176,9,#tbr,2.197,-13.549,-62.256
2,0.3,1434,#dclockdown,7.268,-25.521,-32.843
3,0.311,4523,#nationalguard,8.417,-20.138,77.159
4,0.337,28065,#inauguration,10.242,51.867,-83.442
5,0.355,5226,#capitol,8.561,74.687,-51.957
6,0.358,1211,#capitolhill,7.099,96.889,24.474
7,0.378,1238,#dcmilitary,7.121,67.663,8.831
8,0.399,12,#adsb,2.485,-51.418,84.293
9,0.401,314,surreal,5.749,-5.838,-9.688
10,0.405,13,#downtown,2.565,5.785,102.743
11,0.415,6050,#usa,8.708,51.176,-20.06
12,0.425,195,lewkowicz,5.273,-28.989,-94.721
13,0.429,41,patrullando,3.714,-33.549,-5.318
14,0.429,71,#abddarbe,4.263,-4.601,43.14
15,0.43,1017,felt,6.925,13.921,-79.186
16,0.431,25,#pmik,3.219,45.494,82.413
17,0.433,32,#avgeeks,3.466,6.013,-36.757
18,0.436,15,#swearinginceremony,2.708,-58.882,-21.629
19,0.437,1766,#washington,7.476,22.771,-13.461
20,0.446,63,@chopper,4.143,-51.828,-61.281
21,0.448,345,#philadelphia,5.844,93.359,-16.901
22,0.458,29,#jedziemy,3.367,-98.826,2.635
23,0.463,1902,definitely,7.551,27.9,39.019
24,0.464,29,#fivetoone,3.367,15.058,69.452
25,0.465,10,#komunizm,2.303,-38.233,41.829
26,0.471,2629,#uscapitol,7.874,9.067,14.555
27,0.473,32,#theccp,3.466,-75.353,43.438
28,0.482,34,demonstrationen,3.526,62.669,45.383
29,0.483,1444,mall,7.275,35.311,-47.895
30,0.485,9,abribus,2.197,-87.51,-43.886
31,0.49,5,#polic,1.609,-18.918,18.327
