,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,11071,#bidenharris,9.312,32.919,33.358
1,0.234,13388,#bidenharrisinauguration,9.502,106.844,-7.728
2,0.27,5006,#kamalaharris,8.518,-85.893,-97.214
3,0.274,1284,#bidentakeaction,7.158,-48.734,-1.569
4,0.298,18206,#joebiden,9.81,-110.404,69.142
5,0.308,73018,#inauguration,11.198,-94.502,7.515
6,0.309,93623,#inaugurationday,11.447,-42.555,-140.993
7,0.311,6,#lyingdogfacedponysoldier,1.792,-148.483,-93.671
8,0.344,18669,@kamalaharris,9.835,30.264,-48.49
9,0.39,54882,@joebiden,10.913,143.176,-65.863
10,0.391,752,#bidenactnow,6.623,168.493,-11.69
11,0.397,1529,hopefully,7.332,33.934,-158.355
12,0.404,153,#bumpup,5.03,-55.705,107.819
13,0.406,3786,#america,8.239,135.579,53.226
14,0.406,1502,#presidentbiden,7.315,-69.395,-42.115
15,0.407,11331,#covid,9.335,3.405,132.428
16,0.408,8,@cluby,2.079,91.491,112.43
17,0.41,2135,#democrats,7.666,-16.03,-39.84
18,0.417,8,@jaynuhlol,2.079,83.545,-55.331
19,0.425,5,#tohealwemustremember,1.609,-36.619,-78.933
20,0.427,5,@thebigotbasher,1.609,78.237,41.221
21,0.436,8,#irishdiaspora,2.079,5.569,-93.491
22,0.439,5544,soon,8.62,51.813,-94.068
23,0.44,46226,#biden,10.741,40.842,82.526
24,0.443,1750,#covidmemorial,7.467,-108.936,-153.929
25,0.446,8,#plantdelightsnursery,2.079,100.66,-122.187
26,0.446,9,#usindiarelation,2.197,-13.903,29.065
27,0.449,5,@bjsquirrel,1.609,-8.293,74.452
28,0.45,8,@ehuves,2.079,9.845,-6.714
29,0.452,343,#kamalaharrismakinghistory,5.838,-56.393,51.201
30,0.454,9,#thejuicenetwork,2.197,-149.081,9.205
31,0.456,5634,#trumpslastday,8.637,56.408,-9.02
