,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,8370,#insurrection,9.032,6.917,55.858
1,0.265,1277,#capitolriots,7.152,-32.711,-47.088
2,0.297,991,#sedition,6.899,66.118,38.345
3,0.323,20490,#capitolriot,9.928,-33.32,15.642
4,0.328,4650,#capitol,8.445,108.577,59.884
5,0.346,5,#aufstand,1.609,15.722,-82.428
6,0.352,278,#domesticterrorism,5.628,38.567,62.64
7,0.364,773,#seditionhasconsequences,6.65,-15.879,-14.091
8,0.365,687,#traitortrump,6.532,51.411,-6.669
9,0.371,1097,#magaterrorists,7.0,-0.254,18.655
10,0.383,28,#onoublierapas,3.332,-75.646,-40.476
11,0.386,6336,#trumptreason,8.754,-3.787,123.313
12,0.398,656,#arrestthemallnow,6.486,58.182,-76.441
13,0.4,292,#coupattempt,5.677,-65.041,-78.565
14,0.401,1173,#capitolhill,7.067,16.908,-9.45
15,0.402,68,#dreamcatcher,4.22,-57.039,64.6
16,0.402,480,#treason,6.174,123.834,-6.603
17,0.402,1717,#trumpcoupattempt,7.448,-52.706,-10.884
18,0.412,165,#insurrectionhasconsequences,5.106,39.073,-42.03
19,0.414,298,#insurrectionists,5.697,84.845,7.134
20,0.428,1154,#gopcomplicittraitors,7.051,3.124,-42.765
21,0.43,324,#goptraitorstodemocracy,5.781,-26.235,-91.869
22,0.433,50,#classicobetclic,3.912,32.039,24.04
23,0.438,5691,#convicttrump,8.647,65.255,91.97
24,0.439,7,zeven,1.946,81.378,-41.309
25,0.441,9,assedio,2.197,18.525,91.075
26,0.442,26,inem,3.258,-24.957,48.683
27,0.451,7,verpleegkundigen,1.946,-58.223,107.675
28,0.455,633,#traitor,6.45,-17.977,82.666
29,0.456,628,#jan,6.443,-65.913,27.245
30,0.457,860,#traitors,6.757,-127.058,-40.68
31,0.458,27,#airportarrest,3.296,-103.737,44.479
