,CosineDist,Freq,Labels,Sizes,Xcoords,Ycoords
0,0.0,3044,#nationalguard,8.021,-81.221,34.483
1,0.211,1623,#uscapitol,7.392,51.941,-52.308
2,0.336,216,#january,5.375,18.04,-70.007
3,0.342,608,#inaugurationday,6.41,97.131,-55.126
4,0.348,2969,sleeping,7.996,115.673,-7.967
5,0.373,795,#capitolbuilding,6.678,-39.047,44.812
6,0.384,3823,#inauguration,8.249,74.089,85.384
7,0.39,21,#whoarewe,3.045,64.634,46.696
8,0.39,2012,sleep,7.607,59.74,12.028
9,0.4,730,image,6.593,27.386,31.234
10,0.417,298,waited,5.697,-1.972,55.594
11,0.419,264,#americaortrump,5.576,66.806,-88.639
12,0.424,19,#nationalguarddc,2.944,42.254,-18.502
13,0.433,9,#rosaparks,2.197,-16.069,-97.173
14,0.435,13,#americansdeservebetter,2.565,-17.698,-15.3
15,0.439,20,#thankyounationalguard,2.996,33.162,68.205
16,0.443,14,#jerusalema,2.639,-86.208,-49.764
17,0.445,2738,#impeachmentday,7.915,18.955,104.28
18,0.445,130,#army,4.868,11.724,-35.405
19,0.447,6327,taking,8.753,15.056,0.456
20,0.448,11,@datecivoce,2.398,-63.994,76.015
21,0.464,826,#washingtondc,6.717,101.32,32.957
22,0.47,18,hommes,2.89,-22.295,89.282
23,0.474,9,#dogsoftwittter,2.197,78.532,-19.23
24,0.475,20,#truepatriots,2.996,-47.925,7.13
25,0.477,1406,#impeachment,7.249,-53.192,-77.606
26,0.477,5,interferire,1.609,-12.038,20.62
27,0.486,31,estos,3.434,-49.765,-31.679
28,0.496,2585,#capitol,7.857,-87.077,-6.653
29,0.501,15,#armed,2.708,-19.241,-54.797
30,0.501,4232,rest,8.35,27.04,-108.384
